sequence_id	vh.gene	HCDR3.length	hcdr3.hydrophobicity	vl.gene	LCDR3.length	mut.freq	fwrs.mut.freq	VH1.lcdr3_5	VH1-69.VK3-20.GW
M-2099-G2-K-T1m-2110-D1-1	IGHV4-61	17	3.05	IGKV3-15	9	0.05	0.05	0	0
M-1320-G2-K-T1m-2110-D1-1	IGHV4-61	17	1.2000000000000002	IGKV1-17	9	0.1	0.07	0	0
M-1830-G1-K-T1m-2110-D1-1	IGHV4-61	17	2.3000000000000007	IGKV4-1	9	0.07	0.07	0	0
M-17-G3-K-T1m-2110-D1-1	IGHV1-18	13	0.4	IGKV3-20	10	0.05	0.04	0	0
M-1719-G1-L-T1m-2110-D1-1	IGHV1-18	13	1.05	IGLV2-23	10	0.14	0.16	0	0
M-327-G3-L-T1m-2110-D1-1	IGHV4-39	13	1.2500000000000002	IGLV1-47	11	0.12	0.09	0	0
M-686-G1-L-T1m-2110-D1-1	IGHV4-39	13	1.6500000000000001	IGLV1-44	16	0.12	0.1	0	0
M-1361-G2-K-T1m-2110-D1-1	IGHV4-39	13	1.5500000000000003	IGKV3-11	11	0.12	0.12	0	0
M-1757-G1-L-T1m-2110-D1-1	IGHV5-51	11	1.55	IGLV6-57	9	0.09	0.07	0	0
M-808-G1-K-T1m-2110-D1-1	IGHV4-38-2	13	0.7999999999999999	IGKV2-28	9	0.08	0.09	0	0
M-1833-G1-L-T1m-2110-D1-1	IGHV2-5	13	2.5000000000000004	IGLV8-61	10	0.08	0.06	0	0
M-796-G2-K-T1m-2110-D1-1	IGHV2-5	13	1.25	IGKV1-39	10	0.19	0.17	0	0
M-1950-G1-K-T1m-2110-D1-1	IGHV3-23	13	1.2500000000000002	IGKV1-39	9	0.07	0.05	0	0
M-2195-G1-L-T1m-2110-D1-1	IGHV4-4	13	0.7999999999999999	IGLV3-1	10	0.1	0.09	0	0
M-1059-G1-K-T1m-2110-D1-1	IGHV3-30-3	13	2.0500000000000003	IGKV1-5	9	0.0	0.0	0	0
M-1248-G2-K-T1m-2110-D1-1	IGHV4-59	13	1.2500000000000002	IGKV3-15	9	0.13	0.11	0	0
M-963-G1-L-T1m-2110-D1-1	IGHV4-59	13	1.0	IGLV3-1	9	0.05	0.02	0	0
M-1659-G1-L-T1m-2110-D1-1	IGHV4-59	13	3.5000000000000004	IGLV5-37	9	0.18	0.16	0	0
M-1559-G1-L-T1m-2110-D1-1	IGHV1-46	13	0.5	IGLV3-10	10	0.22	0.18	0	0
M-289-G1-L-T1m-2110-D1-1	IGHV3-15	11	0.4	IGLV5-37	11	0.24	0.2	0	0
M-828-G1-K-T1m-2110-D1-1	IGHV4-34	13	2.6500000000000004	IGKV1-17	9	0.06	0.06	0	0
M-261-G1-K-T1m-2110-D1-1	IGHV4-34	13	1.2500000000000002	IGKV1-9	9	0.07	0.05	0	0
M-1635-G2-K-T1m-2110-D1-1	IGHV4-61	13	1.9000000000000004	IGKV2-28	9	0.06	0.04	0	0
M-1621-G1-K-T1m-2110-D1-1	IGHV4-34	17	2.3000000000000007	IGKV4-1	9	0.07	0.01	0	0
M-329-G1-K-T1m-2110-D1-1	IGHV4-34	17	3.05	IGKV2-28	9	0.12	0.13	0	0
M-716-G1-K-T1m-2110-D1-1	IGHV4-34	17	2.2500000000000004	IGKV1-17	9	0.12	0.11	0	0
M-2122-G1-K-T1m-2110-D1-1	IGHV4-34	17	4.199999999999999	IGKV3-20	9	0.11	0.1	0	0
M-1101-G2-K-T1m-2110-D1-1	IGHV4-28	13	1.8000000000000003	IGKV1-5	9	0.16	0.1	0	0
M-1443-G1-K-T1m-2110-D1-1	IGHV3-23	17	4.800000000000001	IGKV3-11	9	0.12	0.11	0	0
M-1783-G1-L-T1m-2110-D1-1	IGHV3-23	17	2.6	IGLV2-8	11	0.11	0.1	0	0
M-2009-G2-L-T1m-2110-D1-1	IGHV3-23	17	2.6	IGLV3-1	9	0.08	0.06	0	0
M-1787-G2-K-T1m-2110-D1-1	IGHV3-23	17	3.7	IGKV1-9	9	0.13	0.1	0	0
M-2084-G2-K-T1m-2110-D1-1	IGHV3-23	17	3.8	IGKV1-9	9	0.06	0.04	0	0
M-174-G2-L-T1m-2110-D1-1	IGHV3-23	17	3.4000000000000004	IGLV7-46	9	0.12	0.12	0	0
M-80-M-L-T1m-2110-D1-1	IGHV3-23	17	4.4	IGLV1-51	11	0.0	0.0	0	0
M-552-M-L-T1m-2110-D1-1	IGHV3-23	17	4.4	IGLV1-51	11	0.0	0.0	0	0
M-601-G1-L-T1m-2110-D1-1	IGHV3-23	17	3.6500000000000004	IGLV3-21	11	0.1	0.06	0	0
M-1347-G3-L-T1m-2110-D1-1	IGHV3-23	17	2.2	IGLV1-44	12	0.0	0.0	0	0
M-748-G1-K-T1m-2110-D1-1	IGHV3-23	17	2.7	IGKV1-33	10	0.0	0.0	0	0
M-1941-G2-K-T1m-2110-D1-1	IGHV3-23	17	1.2999999999999998	IGKV1-5	9	0.12	0.09	0	0
M-1417-G1-K-T1m-2110-D1-1	IGHV3-23	17	2.95	IGKV3-11	10	0.03	0.04	0	0
M-359-G1-K-T1m-2110-D1-1	IGHV3-23	17	2.95	IGKV3-11	10	0.03	0.04	0	0
M-656-G2-K-T1m-2110-D1-1	IGHV3-21	11	1.6	IGKV3-15	9	0.12	0.12	0	0
M-637-G1-L-T1m-2110-D1-1	IGHV3-23	17	3.5500000000000003	IGLV2-14	13	0.16	0.15	0	0
M-463-G1-L-T1m-2110-D1-1	IGHV2-5	17	2.3	IGLV6-57	10	0.08	0.06	0	0
M-756-G3-K-T1m-2110-D1-1	IGHV3-21	17	4.2	IGKV1-5	9	0.16	0.12	0	0
M-1677-A2-K-T1m-2110-D1-1	IGHV3-21	17	1.2	IGKV3-11	9	0.09	0.04	0	0
M-1008-G1-L-T1m-2110-D1-1	IGHV4-39	13	2.5500000000000003	IGLV1-51	11	0.19	0.15	0	0
M-321-G2-K-T1m-2110-D1-1	IGHV4-39	13	2.25	IGKV1-5	8	0.11	0.11	0	0
M-1672-G3-K-T1m-2110-D1-1	IGHV4-39	13	1.7500000000000002	IGKV3-15	8	0.11	0.1	0	0
M-515-G2-K-T1m-2110-D1-1	IGHV3-21	13	1.1	IGKV3-11	9	0.15	0.09	0	0
M-20-G1-L-T1m-2110-D1-1	IGHV3-21	11	1.65	IGLV1-40	11	0.0	0.0	0	0
M-181-G1-L-T1m-2110-D1-1	IGHV3-53	13	1.0	IGLV1-40	12	0.09	0.04	0	0
M-1281-G2-K-T1m-2110-D1-1	IGHV3-11	13	0.9	IGKV1-27	9	0.13	0.07	0	0
M-1543-M-K-T1m-2110-D1-1	IGHV3-72	13	1.8	IGKV1-16	9	0.04	0.04	0	0
M-614-G1-K-T1m-2110-D1-1	IGHV3-74	17	2.4000000000000004	IGKV1-12	9	0.07	0.07	0	0
M-549-G1-K-T1m-2110-D1-1	IGHV4-59	17	4.199999999999999	IGKV2-28	9	0.11	0.1	0	0
M-965-G1-K-T1m-2110-D1-1	IGHV4-59	17	3.1500000000000004	IGKV3-20	8	0.13	0.11	0	0
M-339-G1-K-T1m-2110-D1-1	IGHV4-59	17	2.7500000000000004	IGKV1-9	9	0.05	0.02	0	0
M-1529-G2-L-T1m-2110-D1-1	IGHV4-59	17	3.1500000000000004	IGLV2-14	10	0.08	0.06	0	0
M-1586-G1-L-T1m-2110-D1-1	IGHV5-10-1	13	2.45	IGLV3-21	13	0.08	0.05	0	0
M-105-G1-K-T1m-2110-D1-1	IGHV3-21	11	1.5	IGKV1-39	9	0.12	0.04	0	0
M-1685-G1-K-T1m-2110-D1-1	IGHV3-49	13	1.7	IGKV1-9	9	0.11	0.09	0	0
M-1159-G1-K-T1m-2110-D1-1	IGHV3-49	13	1.7	IGKV1-9	9	0.11	0.09	0	0
M-1383-G1-K-T1m-2110-D1-1	IGHV3-49	13	1.05	IGKV1-5	9	0.13	0.15	0	0
M-654-G1-K-T1m-2110-D1-1	IGHV3-30-3	13	0.7999999999999999	IGKV2-40	9	0.06	0.05	0	0
M-1342-G1-K-T1m-2110-D1-1	IGHV2-70	13	2.8000000000000003	IGKV1-39	9	0.0	0.0	0	0
M-1708-G1-K-T1m-2110-D1-1	IGHV2-70	13	2.8000000000000003	IGKV1-39	9	0.0	0.0	0	0
M-1675-G3-K-T1m-2110-D1-1	IGHV1-69	13	1.2000000000000002	IGKV3-11	9	0.09	0.06	0	0
M-1098-G1-L-T1m-2110-D1-1	IGHV1-69	13	2.3000000000000003	IGLV1-40	11	0.02	0.01	0	0
M-956-G1-K-T1m-2110-D1-1	IGHV3-21	13	0.7	IGKV1-39	9	0.12	0.06	0	0
M-646-G1-L-T1m-2110-D1-1	IGHV4-38-2	13	1.05	IGLV1-44	11	0.04	0.05	0	0
M-1552-G1-K-T1m-2110-D1-1	IGHV4-38-2	13	2.5000000000000004	IGKV3-15	5	0.07	0.05	0	0
M-834-G1-L-T1m-2110-D1-1	IGHV4-39	11	0.95	IGLV1-40	13	0.06	0.0	0	0
M-1797-G1-K-T1m-2110-D1-1	IGHV3-53	13	3.2	IGKV3-11	9	0.11	0.1	0	0
M-901-G1-K-T1m-2110-D1-1	IGHV3-53	13	1.3	IGKV1-39	9	0.12	0.09	0	0
M-1640-G1-L-T1m-2110-D1-1	IGHV3-53	13	1.8	IGLV3-21	13	0.09	0.09	0	0
M-1293-G1-L-T1m-2110-D1-1	IGHV3-74	13	1.7500000000000002	IGLV3-21	11	0.05	0.05	0	0
M-1804-G2-L-T1m-2110-D1-1	IGHV3-74	13	1.35	IGLV2-14	10	0.12	0.1	0	0
M-1533-G1-K-T1m-2110-D1-1	IGHV3-74	13	2.6	IGKV3-15	11	0.09	0.06	0	0
M-2133-A2-K-T1m-2110-D1-1	IGHV3-74	13	2.55	IGKV1-5	8	0.07	0.06	0	0
M-324-G1-L-T1m-2110-D1-1	IGHV3-48	13	0.9	IGLV1-51	11	0.12	0.09	0	0
M-1743-G1-K-T1m-2110-D1-1	IGHV3-7	17	3.95	IGKV1-13	10	0.0	0.0	0	0
M-824-G2-K-T1m-2110-D1-1	IGHV3-7	17	2.7	IGKV3-20	9	0.05	0.02	0	0
M-845-G2-K-T1m-2110-D1-1	IGHV3-7	17	2.7	IGKV3-20	9	0.1	0.04	0	0
M-285-G2-L-T1m-2110-D1-1	IGHV4-39	11	1.6	IGLV2-14	10	0.11	0.07	0	0
M-129-M-L-T1m-2110-D1-1	IGHV3-49	10	1.85	IGLV4-69	9	0.0	0.0	0	0
M-1128-G3-L-T1m-2110-D1-1	IGHV3-7	17	2.4000000000000004	IGLV3-10	11	0.08	0.06	0	0
M-513-G1-K-T1m-2110-D1-1	IGHV3-21	13	2.3	IGKV1-39	9	0.11	0.06	0	0
M-168-G2-L-T1m-2110-D1-1	IGHV3-21	13	2.95	IGLV1-40	11	0.11	0.06	0	0
M-2161-G1-K-T1m-2110-D1-1	IGHV3-21	13	2.45	IGKV1-9	9	0.14	0.12	0	0
M-1671-G1-K-T1m-2110-D1-1	IGHV3-21	13	2.3	IGKV3-15	10	0.13	0.07	0	0
M-858-G2-L-T1m-2110-D1-1	IGHV4-61	13	2.3500000000000005	IGLV1-51	11	0.1	0.06	0	0
M-2053-G1-L-T1m-2110-D1-1	IGHV4-61	13	1.7000000000000002	IGLV3-10	11	0.06	0.05	0	0
M-1063-G1-K-T1m-2110-D1-1	IGHV4-61	13	1.3	IGKV6-21	9	0.12	0.07	0	0
M-1570-G3-K-T1m-2110-D1-1	IGHV4-39	11	0.1	IGKV2-28	9	0.2	0.16	0	0
M-1387-G3-K-T1m-2110-D1-1	IGHV4-39	11	0.1	IGKV2-28	9	0.21	0.2	0	0
M-1687-G1-L-T1m-2110-D1-1	IGHV4-61	13	2.1	IGLV2-18	11	0.09	0.04	0	0
M-1717-G2-L-T1m-2110-D1-1	IGHV4-61	13	1.9000000000000001	IGLV2-18	10	0.17	0.12	0	0
M-840-G1-L-T1m-2110-D1-1	IGHV4-61	13	2.2	IGLV3-21	11	0.11	0.07	0	0
M-2046-G1-K-T1m-2110-D1-1	IGHV4-30-4	13	2.0	IGKV1-12	9	0.11	0.07	0	0
M-2131-G1-K-T1m-2110-D1-1	IGHV4-30-4	13	2.0	IGKV1-12	9	0.11	0.07	0	0
M-1275-G1-L-T1m-2110-D1-1	IGHV4-30-4	13	0.85	IGLV3-1	9	0.12	0.12	0	0
M-96-G3-L-T1m-2110-D1-1	IGHV4-30-4	13	1.6	IGLV2-23	11	0.01	0.01	0	0
M-489-G1-L-T1m-2110-D1-1	IGHV3-74	13	1.1	IGLV2-11	10	0.05	0.04	0	0
M-599-G2-K-T1m-2110-D1-1	IGHV3-74	13	1.0	IGKV4-1	9	0.1	0.1	0	0
M-2152-G1-K-T1m-2110-D1-1	IGHV5-51	17	4.3	IGKV1-39	9	0.0	0.0	0	0
M-1246-G2-L-T1m-2110-D1-1	IGHV4-39	11	1.25	IGLV1-44	11	0.1	0.06	0	0
M-610-G1-L-T1m-2110-D1-1	IGHV3-20	17	3.35	IGLV3-19	11	0.0	0.0	0	0
M-474-G1-L-T1m-2110-D1-1	IGHV3-20	17	4.6	IGLV3-21	11	0.13	0.11	0	0
M-276-G1-L-T1m-2110-D1-1	IGHV3-20	17	4.6	IGLV3-21	11	0.13	0.11	0	0
M-388-G1-L-T1m-2110-D1-1	IGHV3-20	17	1.9000000000000001	IGLV1-40	13	0.17	0.17	0	0
M-2174-G1-L-T1m-2110-D1-1	IGHV3-73	13	2.4	IGLV1-51	11	0.1	0.09	0	0
M-1660-G1-L-T1m-2110-D1-1	IGHV3-43D	13	4.45	IGLV2-14	10	0.05	0.04	0	0
M-1233-G1-L-T1m-2110-D1-1	IGHV1-24	13	1.9	IGLV3-21	13	0.04	0.05	0	0
M-573-G2-K-T1m-2110-D1-1	IGHV1-24	13	1.0999999999999999	IGKV1-9	9	0.04	0.01	0	0
M-1551-G2-K-T1m-2110-D1-1	IGHV1-24	13	1.0999999999999999	IGKV1-9	9	0.04	0.01	0	0
M-721-G2-L-T1m-2110-D1-1	IGHV5-51	13	0.5	IGLV1-51	11	0.13	0.11	0	0
M-1644-G2-K-T1m-2110-D1-1	IGHV5-51	13	1.7	IGKV1-39	9	0.11	0.1	0	0
M-725-M-L-T1m-2110-D1-1	IGHV4-39	11	1.05	IGLV3-9	8	0.04	0.04	0	0
M-554-G1-K-T1m-2110-D1-1	IGHV5-51	13	2.85	IGKV1-5	8	0.12	0.12	0	0
M-431-G1-K-T1m-2110-D1-1	IGHV5-51	13	2.05	IGKV1-39	9	0.0	0.0	0	0
M-1996-G1-K-T1m-2110-D1-1	IGHV5-51	13	2.7	IGKV3-20	9	0.02	0.0	0	0
M-1393-G3-L-T1m-2110-D1-1	IGHV3-66	13	2.1	IGLV2-11	10	0.14	0.1	0	0
M-819-G2-K-T1m-2110-D1-1	IGHV6-1	13	2.55	IGKV4-1	9	0.18	0.13	0	0
M-251-G2-L-T1m-2110-D1-1	IGHV6-1	13	3.5500000000000003	IGLV2-23	11	0.11	0.05	0	0
M-2198-G2-L-T1m-2110-D1-1	IGHV6-1	13	3.5500000000000003	IGLV2-23	11	0.11	0.05	0	0
M-180-G2-L-T1m-2110-D1-1	IGHV6-1	13	3.5500000000000003	IGLV2-23	11	0.11	0.05	0	0
M-231-G1-K-T1m-2110-D1-1	IGHV6-1	13	1.95	IGKV3-20	10	0.13	0.15	0	0
M-1043-G1-L-T1m-2110-D1-1	IGHV2-5	13	1.0	IGLV3-10	11	0.0	0.0	0	0
M-575-G2-K-T1m-2110-D1-1	IGHV2-5	13	2.45	IGKV1-39	9	0.04	0.02	0	0
M-158-G2-K-T1m-2110-D1-1	IGHV2-5	13	2.45	IGKV1-39	9	0.04	0.02	0	0
M-1439-G1-L-T1m-2110-D1-1	IGHV2-5	13	3.7	IGLV3-1	9	0.02	0.02	0	0
M-1578-G2-K-T1m-2110-D1-1	IGHV4-39	11	1.15	IGKV1-39	9	0.19	0.15	0	0
M-1161-G3-L-T1m-2110-D1-1	IGHV2-5	13	2.7	IGLV2-14	10	0.15	0.12	0	0
M-1265-G2-K-T1m-2110-D1-1	IGHV2-5	13	1.6000000000000003	IGKV4-1	9	0.13	0.13	0	0
M-30-G2-K-T1m-2110-D1-1	IGHV2-5	13	2.4	IGKV1-39	9	0.14	0.16	0	0
M-238-G1-L-T1m-2110-D1-1	IGHV2-5	13	2.05	IGLV3-1	9	0.11	0.09	0	0
M-1936-G1-L-T1m-2110-D1-1	IGHV2-5	13	1.85	IGLV2-14	11	0.03	0.02	0	0
M-167-G2-K-T1m-2110-D1-1	IGHV1-2	13	1.55	IGKV1-39	8	0.11	0.1	0	0
M-974-G1-K-T1m-2110-D1-1	IGHV1-2	13	1.7000000000000002	IGKV4-1	9	0.07	0.05	0	0
M-778-G2-L-T1m-2110-D1-1	IGHV1-2	13	1.45	IGLV1-51	11	0.12	0.12	0	0
M-1304-G3-L-T1m-2110-D1-1	IGHV4-39	11	1.9000000000000004	IGLV2-14	10	0.12	0.12	0	0
M-523-G1-K-T1m-2110-D1-1	IGHV1-2	13	2.5500000000000003	IGKV2-28	8	0.08	0.06	0	0
M-952-G2-L-T1m-2110-D1-1	IGHV1-2	13	1.25	IGLV2-14	10	0.1	0.11	0	0
M-2175-G3-K-T1m-2110-D1-1	IGHV1-2	13	2.3499999999999996	IGKV3D-15	9	0.0	0.0	0	0
M-2111-G1-L-T1m-2110-D1-1	IGHV1-2	13	3.1500000000000004	IGLV7-46	9	0.1	0.06	0	0
M-2000-G1-L-T1m-2110-D1-1	IGHV1-58	13	1.5	IGLV1-44	12	0.01	0.01	0	0
M-1017-G1-L-T1m-2110-D1-1	IGHV4-4	13	2.95	IGLV3-19	11	0.06	0.06	0	0
M-671-G1-K-T1m-2110-D1-1	IGHV4-4	13	1.0	IGKV2-28	9	0.12	0.07	0	0
M-1025-G1-L-T1m-2110-D1-1	IGHV4-4	13	3.05	IGLV2-14	10	0.07	0.04	0	0
M-1335-G1-K-T1m-2110-D1-1	IGHV4-4	13	3.7	IGKV2-24	9	0.08	0.06	0	0
M-711-G1-K-T1m-2110-D1-1	IGHV4-39	11	1.5499999999999998	IGKV2-28	9	0.07	0.05	0	0
M-1819-G2-K-T1m-2110-D1-1	IGHV1-3	13	1.8	IGKV4-1	9	0.22	0.21	0	0
M-132-G3-K-T1m-2110-D1-1	IGHV3-7	13	1.2000000000000002	IGKV1-39	10	0.11	0.06	0	0
M-403-M-K-T1m-2110-D1-1	IGHV3-23	13	3.5	IGKV1-27	9	0.1	0.07	0	0
M-729-G2-K-T1m-2110-D1-1	IGHV3-23	13	3.4	IGKV3-20	8	0.1	0.05	0	0
M-779-G2-L-T1m-2110-D1-1	IGHV4-39	13	0.4	IGLV3-19	11	0.15	0.12	0	0
M-1266-G1-L-T1m-2110-D1-1	IGHV4-39	13	1.0	IGLV2-23	10	0.11	0.06	0	0
M-1185-G1-L-T1m-2110-D1-1	IGHV4-39	13	1.0	IGLV2-23	10	0.11	0.06	0	0
M-1306-G1-L-T1m-2110-D1-1	IGHV4-39	13	1.0	IGLV2-23	10	0.11	0.06	0	0
M-2004-G1-L-T1m-2110-D1-1	IGHV4-39	13	3.6	IGLV2-23	8	0.11	0.06	0	0
M-649-A1-L-T1m-2110-D1-1	IGHV4-39	13	1.45	IGLV1-44	11	0.14	0.12	0	0
M-773-G1-L-T1m-2110-D1-1	IGHV4-39	13	3.2	IGLV1-40	10	0.12	0.09	0	0
M-1000-G1-K-T1m-2110-D1-1	IGHV3-30	11	1.45	IGKV4-1	10	0.06	0.05	0	0
M-117-G3-K-T1m-2110-D1-1	IGHV4-39	13	2.65	IGKV1-39	10	0.11	0.09	0	0
M-170-G1-L-T1m-2110-D1-1	IGHV4-39	13	3.45	IGLV3-21	11	0.15	0.09	0	0
M-418-G1-K-T1m-2110-D1-1	IGHV4-39	13	1.75	IGKV3-15	11	0.14	0.1	0	0
M-940-G1-L-T1m-2110-D1-1	IGHV3-30-3	17	3.4000000000000004	IGLV3-25	11	0.16	0.16	0	0
M-16-G2-L-T1m-2110-D1-1	IGHV3-30	17	5.2	IGLV3-10	11	0.17	0.13	0	0
M-1583-G1-K-T1m-2110-D1-1	IGHV3-30	17	2.15	IGKV3-15	10	0.07	0.07	0	0
M-945-G2-K-T1m-2110-D1-1	IGHV3-30	17	4.550000000000001	IGKV2-28	9	0.1	0.11	0	0
M-476-G2-K-T1m-2110-D1-1	IGHV3-30	17	4.800000000000001	IGKV2-28	9	0.07	0.09	0	0
M-2037-G2-K-T1m-2110-D1-1	IGHV3-30	17	4.800000000000001	IGKV2-28	9	0.07	0.09	0	0
M-95-G1-L-T1m-2110-D1-1	IGHV3-30	17	4.95	IGLV2-14	12	0.08	0.05	0	0
M-1925-G1-K-T1m-2110-D1-1	IGHV3-30	17	3.65	IGKV3-20	10	0.07	0.07	0	0
M-1219-G1-K-T1m-2110-D1-1	IGHV3-30	17	2.2	IGKV4-1	9	0.11	0.06	0	0
M-1673-G1-K-T1m-2110-D1-1	IGHV3-30-3	17	4.3	IGKV2-28	9	0.11	0.07	0	0
M-849-G2-K-T1m-2110-D1-1	IGHV3-30	17	2.7500000000000004	IGKV1-33	9	0.03	0.01	0	0
M-1649-G3-K-T1m-2110-D1-1	IGHV3-30	17	2.4	IGKV1-12	9	0.12	0.09	0	0
M-1781-G1-L-T1m-2110-D1-1	IGHV3-30	17	4.25	IGLV1-47	11	0.14	0.12	0	0
M-842-G1-L-T1m-2110-D1-1	IGHV3-30-3	17	1.65	IGLV3-21	11	0.09	0.06	0	0
M-615-G1-L-T1m-2110-D1-1	IGHV3-30	17	2.5500000000000003	IGLV1-44	11	0.05	0.04	0	0
M-1378-G2-K-T1m-2110-D1-1	IGHV3-30	17	1.7	IGKV4-1	9	0.14	0.13	0	0
M-491-G1-L-T1m-2110-D1-1	IGHV3-30	17	2.9	IGLV4-69	11	0.12	0.11	0	0
M-1870-G1-L-T1m-2110-D1-1	IGHV3-30	17	2.65	IGLV3-21	10	0.12	0.09	0	0
M-1011-G2-K-T1m-2110-D1-1	IGHV3-30	11	0.9	IGKV2-30	9	0.21	0.17	0	0
M-419-G2-K-T1m-2110-D1-1	IGHV3-30	17	3.7	IGKV1-5	8	0.17	0.13	0	0
M-2093-G1-K-T1m-2110-D1-1	IGHV3-30	17	1.45	IGKV1-33	9	0.12	0.09	0	0
M-758-G1-L-T1m-2110-D1-1	IGHV4-59	13	2.5500000000000003	IGLV1-44	12	0.12	0.07	0	0
M-447-G2-K-T1m-2110-D1-1	IGHV3-7	13	2.1	IGKV3-15	9	0.26	0.22	0	0
M-1126-G1-K-T1m-2110-D1-1	IGHV3-15	13	2.25	IGKV3-11	11	0.08	0.07	0	0
M-1796-G1-K-T1m-2110-D1-1	IGHV3-15	13	1.5499999999999998	IGKV1-39	9	0.08	0.05	0	0
M-229-G2-K-T1m-2110-D1-1	IGHV3-15	13	2.7	IGKV3-11	8	0.23	0.21	0	0
M-1030-G2-K-T1m-2110-D1-1	IGHV3-15	13	2.85	IGKV3-11	8	0.14	0.11	0	0
M-728-G2-L-T1m-2110-D1-1	IGHV3-15	13	1.05	IGLV1-44	11	0.11	0.11	0	0
M-2018-G2-K-T1m-2110-D1-1	IGHV4-30-2	16	1.2000000000000002	IGKV4-1	9	0.12	0.09	0	0
M-993-G1-K-T1m-2110-D1-1	IGHV3-30	11	0.6	IGKV1-6	9	0.12	0.1	0	0
M-495-G1-K-T1m-2110-D1-1	IGHV3-30	11	0.6	IGKV1-6	9	0.15	0.12	0	0
M-357-G3-K-T1m-2110-D1-1	IGHV1-18	10	0.85	IGKV3-11	9	0.13	0.11	0	0
M-593-G3-K-T1m-2110-D1-1	IGHV1-46	13	2.15	IGKV3-20	10	0.04	0.01	0	0
M-859-G1-K-T1m-2110-D1-1	IGHV1-46	13	1.65	IGKV1-5	10	0.09	0.09	0	0
M-79-G2-K-T1m-2110-D1-1	IGHV1-46	13	2.3	IGKV1-5	8	0.15	0.15	0	0
M-749-G2-L-T1m-2110-D1-1	IGHV1-69	16	1.5500000000000003	IGLV1-44	11	0.09	0.07	0	0
M-1226-G1-K-T1m-2110-D1-1	IGHV1-18	13	3.9000000000000004	IGKV1-39	11	0.12	0.07	0	0
M-107-G1-L-T1m-2110-D1-1	IGHV1-18	13	1.6	IGLV1-40	10	0.09	0.06	0	0
M-478-G1-L-T1m-2110-D1-1	IGHV1-18	13	2.0	IGLV2-14	10	0.12	0.1	0	0
M-1899-M-L-T1m-2110-D1-1	IGHV1-18	13	3.1	IGLV3-21	12	0.04	0.02	0	0
M-1524-G2-K-T1m-2110-D1-1	IGHV3-30	11	1.15	IGKV2-30	9	0.09	0.06	0	0
M-2107-G2-K-T1m-2110-D1-1	IGHV2-5	16	1.1	IGKV2-28	9	0.11	0.1	0	0
