sequence_id	vh.gene	HCDR3.length	hcdr3.hydrophobicity	vl.gene	LCDR3.length	mut.freq	fwrs.mut.freq	VH1.lcdr3_5	VH1-69.VK3-20.GW
M-2569-G1-K-G3-2208-P3-1	IGHV2-26	12	2.3000000000000003	IGKV1-39	9	0.14	0.15	0	0
M-2745-G1-K-G3-2208-P3-1	IGHV1-8	12	1.7500000000000002	IGKV3-11	9	0.11	0.12	0	0
M-1817-G1-K-G3-2208-P3-1	IGHV3-30	14	4.1499999999999995	IGKV4-1	9	0.04	0.02	0	0
M-210-G1-K-G3-2208-P3-1	IGHV1-8	12	1.0	IGKV4-1	9	0.02	0.02	0	0
M-3253-G1-L-G3-2208-P3-1	IGHV3-21	12	1.55	IGLV3-21	11	0.09	0.04	0	0
M-1129-G1-L-G3-2208-P3-1	IGHV3-21	12	0.6	IGLV1-47	9	0.16	0.12	0	0
M-3481-G1-K-G3-2208-P3-1	IGHV3-21	12	1.65	IGKV1-5	8	0.05	0.01	0	0
M-1935-G1-L-G3-2208-P3-1	IGHV3-21	12	3.1	IGLV3-21	12	0.02	0.0	0	0
M-63-G1-K-G3-2208-P3-1	IGHV3-21	12	1.8000000000000003	IGKV3-15	10	0.08	0.05	0	0
M-946-G1-L-G3-2208-P3-1	IGHV3-21	12	3.15	IGLV3-21	11	0.1	0.06	0	0
M-2391-G3-L-G3-2208-P3-1	IGHV3-21	12	0.7	IGLV4-69	10	0.0	0.0	0	0
M-3387-G1-L-G3-2208-P3-1	IGHV3-33	14	1.8000000000000003	IGLV1-44	11	0.07	0.06	0	0
M-1826-G1-K-G3-2208-P3-1	IGHV3-21	12	2.35	IGKV3-11	11	0.15	0.15	0	0
M-3285-G1-L-G3-2208-P3-1	IGHV3-21	12	0.7	IGLV3-19	11	0.12	0.09	0	0
M-1146-G1-K-G3-2208-P3-1	IGHV3-21	12	2.2	IGKV4-1	9	0.1	0.05	0	0
M-1667-G1-K-G3-2208-P3-1	IGHV3-21	12	1.15	IGKV1-39	9	0.05	0.02	0	0
M-1552-G1-K-G3-2208-P3-1	IGHV2-70	12	1.3	IGKV3-15	9	0.12	0.09	0	0
M-1403-G1-K-G3-2208-P3-1	IGHV2-70	12	2.2	IGKV2-24	9	0.08	0.06	0	0
M-795-G1-K-G3-2208-P3-1	IGHV1-69-2	12	1.85	IGKV1-17	9	0.03	0.04	0	0
M-3198-G1-K-G3-2208-P3-1	IGHV1-69-2	12	1.8	IGKV1-17	9	0.07	0.07	0	0
M-621-G3-L-G3-2208-P3-1	IGHV3-7	14	3.3000000000000003	IGLV3-1	9	0.14	0.12	0	0
M-9-G1-L-G3-2208-P3-1	IGHV1-69-2	12	0.9	IGLV6-57	11	0.11	0.11	0	0
M-1888-G1-L-G3-2208-P3-1	IGHV3-9	12	1.1500000000000001	IGLV3-21	11	0.12	0.1	0	0
M-895-G1-L-G3-2208-P3-1	IGHV7-4-1	12	1.1	IGLV3-21	11	0.1	0.06	0	0
M-3238-G1-L-G3-2208-P3-1	IGHV7-4-1	12	1.75	IGLV5-45	9	0.06	0.02	0	0
M-578-G1-L-G3-2208-P3-1	IGHV7-4-1	12	1.55	IGLV2-14	10	0.08	0.07	0	0
M-3903-G1-K-G3-2208-P3-1	IGHV7-4-1	12	1.2999999999999998	IGKV3-11	8	0.16	0.16	0	0
M-2487-G1-L-G3-2208-P3-1	IGHV7-4-1	12	0.7	IGLV6-57	9	0.08	0.06	0	0
M-2439-G1-L-G3-2208-P3-1	IGHV1-2	12	3.4	IGLV1-40	11	0.06	0.06	0	0
M-2173-G1-L-G3-2208-P3-1	IGHV3-7	14	2.0500000000000003	IGLV3-21	10	0.06	0.04	0	0
M-766-G3-L-G3-2208-P3-1	IGHV4-4	17	3.0500000000000003	IGLV3-21	11	0.19	0.13	0	0
M-1003-G1-L-G3-2208-P3-1	IGHV4-38-2	12	0.4	IGLV2-14	9	0.13	0.12	0	0
M-1497-G1-L-G3-2208-P3-1	IGHV4-38-2	12	1.0	IGLV3-21	11	0.07	0.07	0	0
M-896-G1-K-G3-2208-P3-1	IGHV4-38-2	12	1.55	IGKV3-11	11	0.08	0.06	0	0
M-2762-G1-L-G3-2208-P3-1	IGHV4-38-2	12	1.65	IGLV3-21	11	0.01	0.01	0	0
M-2192-G1-K-G3-2208-P3-1	IGHV4-38-2	12	1.6	IGKV3-20	10	0.21	0.18	0	0
M-1987-G1-K-G3-2208-P3-1	IGHV4-38-2	12	2.5500000000000003	IGKV1-39	9	0.09	0.06	0	0
M-3748-G1-L-G3-2208-P3-1	IGHV4-38-2	12	4.05	IGLV2-14	12	0.14	0.1	0	0
M-573-G1-K-G3-2208-P3-1	IGHV4-38-2	12	1.45	IGKV3-20	9	0.01	0.0	0	0
M-1913-G1-L-G3-2208-P3-1	IGHV4-38-2	12	3.6500000000000004	IGLV2-23	12	0.12	0.12	0	0
M-3200-G3-K-G3-2208-P3-1	IGHV5-10-1	14	2.6	IGKV1-39	9	0.09	0.09	0	0
M-3428-G1-K-G3-2208-P3-1	IGHV4-38-2	12	2.7	IGKV2-28	8	0.04	0.05	0	0
M-3672-G1-K-G3-2208-P3-1	IGHV4-38-2	12	2.5500000000000003	IGKV3-20	10	0.06	0.04	0	0
M-28-G2-L-G3-2208-P3-1	IGHV3-74	12	2.1500000000000004	IGLV2-14	12	0.16	0.15	0	0
M-2829-G1-K-G3-2208-P3-1	IGHV3-74	12	1.35	IGKV1-39	9	0.08	0.06	0	0
M-2299-G1-K-G3-2208-P3-1	IGHV4-31	12	1.55	IGKV4-1	9	0.1	0.06	0	0
M-1339-G1-L-G3-2208-P3-1	IGHV3-43	17	2.8	IGLV3-21	11	0.04	0.04	0	0
M-2420-G1-K-G3-2208-P3-1	IGHV3-9	17	2.9000000000000004	IGKV1-33	12	0.05	0.02	0	0
M-3842-G1-K-G3-2208-P3-1	IGHV4-30-4	12	2.2	IGKV3-15	10	0.2	0.16	0	0
M-1199-G1-L-G3-2208-P3-1	IGHV4-30-4	12	2.6500000000000004	IGLV2-11	11	0.08	0.09	0	0
M-3630-G4-L-G3-2208-P3-1	IGHV4-30-4	12	1.0	IGLV3-21	11	0.18	0.16	0	0
M-2854-G1-L-G3-2208-P3-1	IGHV3-30-3	14	2.5000000000000004	IGLV3-19	11	0.14	0.1	0	0
M-1875-G1-K-G3-2208-P3-1	IGHV3-23	12	1.55	IGKV3-15	9	0.12	0.1	0	0
M-187-G2-L-G3-2208-P3-1	IGHV3-23	12	2.1	IGLV1-44	11	0.07	0.05	0	0
M-3795-G1-L-G3-2208-P3-1	IGHV3-23	12	1.6	IGLV3-21	11	0.12	0.07	0	0
M-2433-G2-K-G3-2208-P3-1	IGHV3-23	12	1.7	IGKV4-1	10	0.16	0.15	0	0
M-154-G1-K-G3-2208-P3-1	IGHV7-4-1	12	2.65	IGKV1-13	9	0.07	0.04	0	0
M-1401-G1-K-G3-2208-P3-1	IGHV4-31	12	1.55	IGKV3-20	9	0.14	0.1	0	0
M-3673-G1-K-G3-2208-P3-1	IGHV4-31	12	2.95	IGKV3-15	9	0.03	0.02	0	0
M-2277-G1-K-G3-2208-P3-1	IGHV4-31	12	1.4000000000000001	IGKV1-33	10	0.22	0.2	0	0
M-1134-G2-K-G3-2208-P3-1	IGHV3-30	14	2.0	IGKV1-5	9	0.02	0.02	0	0
M-2419-G1-L-G3-2208-P3-1	IGHV4-31	12	2.05	IGLV3-25	11	0.15	0.12	0	0
M-2552-G1-L-G3-2208-P3-1	IGHV4-31	12	3.0500000000000003	IGLV1-51	12	0.04	0.05	0	0
M-1417-G3-K-G3-2208-P3-1	IGHV4-31	12	1.0	IGKV1-5	9	0.19	0.15	0	0
M-3192-G1-L-G3-2208-P3-1	IGHV4-31	12	0.7	IGLV2-11	10	0.05	0.05	0	0
M-3199-G1-K-G3-2208-P3-1	IGHV4-31	12	1.55	IGKV1-39	9	0.04	0.04	0	0
M-3465-G1-K-G3-2208-P3-1	IGHV4-4	17	2.7	IGKV3-15	9	0.1	0.1	0	0
M-2737-G1-L-G3-2208-P3-1	IGHV4-4	12	1.95	IGLV1-44	12	0.19	0.16	0	0
M-2968-G1-L-G3-2208-P3-1	IGHV4-4	12	3.1	IGLV3-21	11	0.04	0.04	0	0
M-3224-G4-K-G3-2208-P3-1	IGHV4-4	12	2.2	IGKV3-20	10	0.08	0.07	0	0
M-2329-G1-L-G3-2208-P3-1	IGHV4-39	12	3.35	IGLV1-51	12	0.15	0.12	0	0
M-2006-G1-K-G3-2208-P3-1	IGHV3-30	14	0.8999999999999999	IGKV1-39	10	0.16	0.15	0	0
M-536-G1-K-G3-2208-P3-1	IGHV3-73	14	1.85	IGKV3-20	5	0.13	0.13	0	0
M-907-G1-K-G3-2208-P3-1	IGHV4-39	12	1.75	IGKV3-20	9	0.04	0.02	0	0
M-2841-G1-K-G3-2208-P3-1	IGHV4-39	12	3.3000000000000003	IGKV3-20	11	0.11	0.09	0	0
M-3530-G1-K-G3-2208-P3-1	IGHV4-39	12	2.1	IGKV3-20	11	0.09	0.06	0	0
M-1961-G3-L-G3-2208-P3-1	IGHV4-39	12	2.05	IGLV8-61	9	0.05	0.04	0	0
M-2459-G1-L-G3-2208-P3-1	IGHV4-39	12	1.25	IGLV3-19	11	0.09	0.06	0	0
M-299-G2-K-G3-2208-P3-1	IGHV4-39	12	2.55	IGKV3-20	10	0.06	0.06	0	0
M-3766-G1-K-G3-2208-P3-1	IGHV4-39	12	1.0	IGKV3-20	9	0.13	0.09	0	0
M-1317-G1-L-G3-2208-P3-1	IGHV4-39	12	3.05	IGLV2-14	9	0.08	0.06	0	0
M-3400-G3-L-G3-2208-P3-1	IGHV3-49	12	1.2	IGLV7-46	11	0.27	0.26	0	0
M-251-G1-K-G3-2208-P3-1	IGHV3-49	12	1.95	IGKV3-20	11	0.02	0.01	0	0
M-313-G2-K-G3-2208-P3-1	IGHV3-30	14	1.6500000000000001	IGKV3-20	10	0.06	0.05	0	0
M-641-G1-K-G3-2208-P3-1	IGHV3-49	12	0.7999999999999999	IGKV2-28	9	0.12	0.09	0	0
M-1714-G1-K-G3-2208-P3-1	IGHV3-49	12	0.6	IGKV1-33	9	0.18	0.12	0	0
M-1988-G1-K-G3-2208-P3-1	IGHV3-49	12	1.8000000000000003	IGKV3-11	9	0.11	0.11	0	0
M-1616-G3-K-G3-2208-P3-1	IGHV3-49	12	2.0	IGKV1-39	9	0.02	0.0	0	0
M-3356-G1-L-G3-2208-P3-1	IGHV5-10-1	17	0.8999999999999999	IGLV2-14	10	0.02	0.01	0	0
M-1547-G3-L-G3-2208-P3-1	IGHV3-15	17	2.6	IGLV2-14	12	0.03	0.01	0	0
M-1015-G3-L-G3-2208-P3-1	IGHV3-15	17	2.5000000000000004	IGLV3-25	12	0.1	0.07	0	0
M-3393-G1-K-G3-2208-P3-1	IGHV3-20	17	3.1500000000000004	IGKV3-20	9	0.07	0.06	0	0
M-1663-G1-K-G3-2208-P3-1	IGHV3-20	17	5.549999999999999	IGKV3-15	10	0.07	0.05	0	0
M-1492-G1-K-G3-2208-P3-1	IGHV5-51	12	3.45	IGKV3-15	10	0.12	0.11	0	0
M-893-G1-K-G3-2208-P3-1	IGHV3-30-3	14	1.0	IGKV1-9	9	0.07	0.05	0	0
M-2137-G1-K-G3-2208-P3-1	IGHV5-51	12	1.35	IGKV3-11	10	0.1	0.07	0	0
M-3606-G1-K-G3-2208-P3-1	IGHV5-51	12	1.15	IGKV3-11	9	0.07	0.05	0	0
M-913-G1-K-G3-2208-P3-1	IGHV5-51	12	1.55	IGKV1-5	10	0.14	0.13	0	0
M-1353-G1-L-G3-2208-P3-1	IGHV5-51	12	0.8	IGLV3-1	9	0.24	0.27	0	0
M-3329-G1-K-G3-2208-P3-1	IGHV5-51	12	1.05	IGKV3-15	11	0.17	0.16	0	0
M-3764-G1-L-G3-2208-P3-1	IGHV5-51	12	1.7	IGLV2-14	11	0.12	0.09	0	0
M-2425-G3-K-G3-2208-P3-1	IGHV5-51	12	1.8	IGKV1-8	10	0.01	0.01	0	0
M-1708-G1-K-G3-2208-P3-1	IGHV5-51	12	2.1	IGKV4-1	9	0.1	0.09	0	0
M-1261-G3-L-G3-2208-P3-1	IGHV3-30	14	3.0500000000000003	IGLV3-10	9	0.05	0.04	0	0
M-2518-G2-L-G3-2208-P3-1	IGHV5-51	12	1.6	IGLV3-21	11	0.06	0.04	0	0
M-1057-G1-L-G3-2208-P3-1	IGHV5-51	12	2.3	IGLV3-25	11	0.04	0.02	0	0
M-2288-G1-L-G3-2208-P3-1	IGHV5-51	12	3.05	IGLV3-21	10	0.1	0.09	0	0
M-862-G1-K-G3-2208-P3-1	IGHV5-51	12	2.9	IGKV4-1	9	0.05	0.02	0	0
M-3085-G1-K-G3-2208-P3-1	IGHV5-51	12	2.0	IGKV1-5	9	0.09	0.06	0	0
M-2026-G3-L-G3-2208-P3-1	IGHV3-73	17	2.6000000000000005	IGLV5-45	9	0.0	0.0	0	0
M-93-G1-K-G3-2208-P3-1	IGHV1-18	12	1.95	IGKV4-1	9	0.06	0.04	0	0
M-2619-G1-K-G3-2208-P3-1	IGHV1-18	12	2.55	IGKV1-17	9	0.26	0.23	0	0
M-2933-G1-K-G3-2208-P3-1	IGHV1-18	12	1.85	IGKV3-15	9	0.02	0.01	0	0
M-1363-G1-K-G3-2208-P3-1	IGHV1-18	12	0.7	IGKV2-30	10	0.22	0.21	0	0
M-3142-G1-L-G3-2208-P3-1	IGHV3-30	14	1.9000000000000001	IGLV2-14	10	0.05	0.02	0	0
M-1835-G1-K-G3-2208-P3-1	IGHV1-18	12	2.1500000000000004	IGKV1-16	9	0.09	0.07	0	0
M-2298-G1-L-G3-2208-P3-1	IGHV1-18	12	1.45	IGLV2-14	10	0.12	0.1	0	0
M-2751-G1-L-G3-2208-P3-1	IGHV1-18	12	2.5500000000000003	IGLV2-11	11	0.05	0.05	0	0
M-425-G1-L-G3-2208-P3-1	IGHV1-18	12	2.65	IGLV2-14	10	0.05	0.01	0	0
M-3218-G3-K-G3-2208-P3-1	IGHV1-18	12	1.45	IGKV1-16	9	0.12	0.1	0	0
M-133-G1-K-G3-2208-P3-1	IGHV1-18	12	1.35	IGKV3-20	10	0.11	0.1	0	0
M-306-G2-L-G3-2208-P3-1	IGHV3-48	17	4.999999999999999	IGLV2-14	11	0.04	0.01	0	0
M-2723-G1-K-G3-2208-P3-1	IGHV3-48	17	2.9000000000000004	IGKV3-20	8	0.13	0.13	0	0
M-1600-G2-L-G3-2208-P3-1	IGHV7-4-1	17	4.749999999999999	IGLV2-14	11	0.14	0.15	0	0
M-461-G1-L-G3-2208-P3-1	IGHV7-4-1	17	3.1000000000000005	IGLV1-47	11	0.04	0.04	0	0
M-1692-G3-L-G3-2208-P3-1	IGHV3-30	14	2.0	IGLV4-69	9	0.14	0.11	0	0
M-1027-G1-K-G3-2208-P3-1	IGHV6-1	17	4.0	IGKV3-15	10	0.06	0.06	0	0
M-991-G1-K-G3-2208-P3-1	IGHV3-7	17	5.6499999999999995	IGKV4-1	9	0.04	0.05	0	0
M-3180-G1-K-G3-2208-P3-1	IGHV4-61	17	3.35	IGKV2-28	9	0.11	0.06	0	0
M-3590-G1-K-G3-2208-P3-1	IGHV4-61	17	3.5	IGKV1-39	10	0.03	0.01	0	0
M-1816-G1-L-G3-2208-P3-1	IGHV2-5	12	1.6500000000000001	IGLV1-40	12	0.07	0.06	0	0
M-1905-G1-L-G3-2208-P3-1	IGHV1-2	17	4.6499999999999995	IGLV1-51	14	0.15	0.12	0	0
M-2327-G1-L-G3-2208-P3-1	IGHV1-2	17	4.6499999999999995	IGLV2-23	10	0.05	0.04	0	0
M-3132-G1-K-G3-2208-P3-1	IGHV1-2	17	3.5500000000000003	IGKV4-1	10	0.15	0.15	0	0
M-296-G1-L-G3-2208-P3-1	IGHV1-69-2	17	3.9000000000000004	IGLV2-11	10	0.07	0.06	0	0
M-2308-G1-K-G3-2208-P3-1	IGHV1-69	12	1.0	IGKV3-11	9	0.12	0.05	0	0
M-219-X-K-G3-2208-P3-1	IGHV1-69	14	4.05	IGKV1-39	9	0.02	0.01	0	0
M-3216-G1-L-G3-2208-P3-1	IGHV1-69	12	3.35	IGLV2-14	12	0.07	0.04	0	0
M-1625-G1-K-G3-2208-P3-1	IGHV1-69	12	1.85	IGKV3-11	11	0.18	0.15	0	0
M-1264-G1-K-G3-2208-P3-1	IGHV1-69	12	0.6	IGKV1-5	8	0.21	0.17	0	0
M-3089-G1-K-G3-2208-P3-1	IGHV1-69	12	1.4	IGKV2-29	9	0.17	0.13	0	0
M-59-G1-K-G3-2208-P3-1	IGHV1-69	12	0.6	IGKV1-12	9	0.11	0.06	0	0
M-3362-G4-K-G3-2208-P3-1	IGHV1-69	12	0.6	IGKV1-33	9	0.12	0.12	0	0
M-604-G1-K-G3-2208-P3-1	IGHV1-69	12	1.7	IGKV4-1	9	0.01	0.01	0	0
M-3241-G1-K-G3-2208-P3-1	IGHV1-69	12	0.5	IGKV1-39	9	0.13	0.09	0	0
M-3376-G1-K-G3-2208-P3-1	IGHV1-69	12	1.35	IGKV3-20	9	0.13	0.12	0	0
M-3208-G1-K-G3-2208-P3-1	IGHV1-69	12	1.85	IGKV2-29	8	0.21	0.18	0	0
M-1111-G1-L-G3-2208-P3-1	IGHV1-69	14	1.3500000000000003	IGLV2-14	12	0.01	0.01	0	0
M-2926-G1-K-G3-2208-P3-1	IGHV1-69	12	2.2	IGKV1-33	10	0.25	0.22	0	0
M-1195-G1-K-G3-2208-P3-1	IGHV1-69	12	2.85	IGKV3-20	9	0.09	0.06	0	0
M-3497-G1-L-G3-2208-P3-1	IGHV1-18	17	4.799999999999999	IGLV1-40	11	0.01	0.01	0	0
M-2293-G3-K-G3-2208-P3-1	IGHV1-18	17	2.7	IGKV3-15	9	0.0	0.0	0	0
M-3543-G1-L-G3-2208-P3-1	IGHV1-18	17	3.5	IGLV3-1	9	0.03	0.04	0	0
M-358-G1-K-G3-2208-P3-1	IGHV1-18	17	1.35	IGKV4-1	10	0.06	0.05	0	0
M-292-G1-L-G3-2208-P3-1	IGHV3-48	12	1.85	IGLV2-23	10	0.01	0.01	0	0
M-2724-G1-L-G3-2208-P3-1	IGHV3-69-1	17	1.05	IGLV3-10	11	0.11	0.1	0	0
M-3525-G3-L-G3-2208-P3-1	IGHV3-53	17	3.2	IGLV3-25	10	0.12	0.1	0	0
M-3588-G1-L-G3-2208-P3-1	IGHV4-38-2	17	4.449999999999999	IGLV1-51	11	0.02	0.02	0	0
M-1976-G1-K-G3-2208-P3-1	IGHV1-69	14	4.499999999999999	IGKV3-20	9	0.11	0.09	0	1
M-3047-G1-L-G3-2208-P3-1	IGHV4-38-2	17	4.449999999999999	IGLV8-61	9	0.02	0.0	0	0
M-260-G3-L-G3-2208-P3-1	IGHV4-38-2	17	3.5	IGLV3-25	11	0.19	0.18	0	0
M-3196-G1-L-G3-2208-P3-1	IGHV4-38-2	17	0.7999999999999999	IGLV1-51	11	0.19	0.15	0	0
M-335-X-L-G3-2208-P3-1	IGHV3-15	17	4.799999999999999	IGLV6-57	10	0.03	0.01	0	0
M-2090-G1-L-G3-2208-P3-1	IGHV3-53	17	4.05	IGLV3-21	12	0.04	0.02	0	0
M-837-G1-K-G3-2208-P3-1	IGHV1-3	17	2.7	IGKV1-39	9	0.33	0.28	0	0
M-3864-G1-K-G3-2208-P3-1	IGHV1-3	17	1.9500000000000002	IGKV1-39	9	0.33	0.29	0	0
M-2863-G1-K-G3-2208-P3-1	IGHV3-74	17	2.2	IGKV3-11	11	0.06	0.05	0	0
M-3735-G1-K-G3-2208-P3-1	IGHV3-74	17	3.7500000000000004	IGKV1-39	9	0.02	0.0	0	0
M-1608-G1-L-G3-2208-P3-1	IGHV3-74	17	2.2	IGLV3-21	8	0.2	0.2	0	0
M-3207-G1-L-G3-2208-P3-1	IGHV3-33	17	6.199999999999999	IGLV2-11	11	0.08	0.06	0	0
M-3701-G1-K-G3-2208-P3-1	IGHV3-33	17	2.6000000000000005	IGKV4-1	9	0.06	0.02	0	0
M-40-G1-L-G3-2208-P3-1	IGHV3-33	17	4.35	IGLV3-21	12	0.09	0.06	0	0
M-3605-G1-L-G3-2208-P3-1	IGHV3-23	17	3.4000000000000004	IGLV3-21	12	0.06	0.02	0	0
M-745-G1-L-G3-2208-P3-1	IGHV3-23	17	4.749999999999999	IGLV2-14	10	0.08	0.04	0	0
M-972-G1-K-G3-2208-P3-1	IGHV3-23	17	3.3000000000000003	IGKV1-39	10	0.1	0.04	0	0
M-3288-G3-L-G3-2208-P3-1	IGHV3-23	17	4.949999999999999	IGLV1-40	11	0.13	0.11	0	0
M-473-G1-K-G3-2208-P3-1	IGHV4-59	17	4.35	IGKV2-28	8	0.12	0.1	0	0
M-998-G1-K-G3-2208-P3-1	IGHV4-30-4	17	1.8500000000000003	IGKV3-11	9	0.13	0.12	0	0
M-2572-G1-K-G3-2208-P3-1	IGHV3-30	17	5.1499999999999995	IGKV1-33	9	0.05	0.04	0	0
M-212-G4-K-G3-2208-P3-1	IGHV1-69	14	0.7	IGKV4-1	9	0.18	0.12	0	0
M-291-G3-K-G3-2208-P3-1	IGHV1-2	14	2.1	IGKV1-33	10	0.09	0.07	0	0
M-2180-G2-K-G3-2208-P3-1	IGHV3-30	17	5.1499999999999995	IGKV3-11	10	0.02	0.0	0	0
M-304-G1-K-G3-2208-P3-1	IGHV3-30	17	2.95	IGKV3-11	11	0.08	0.05	0	0
M-1049-G1-K-G3-2208-P3-1	IGHV3-30	17	2.7500000000000004	IGKV1-12	9	0.21	0.17	0	0
M-523-G1-L-G3-2208-P3-1	IGHV3-30	17	2.5	IGLV1-44	11	0.14	0.1	0	0
M-3538-G1-K-G3-2208-P3-1	IGHV3-30-3	17	3.0500000000000003	IGKV3-20	9	0.05	0.05	0	0
M-1073-G1-L-G3-2208-P3-1	IGHV3-30	17	2.3500000000000005	IGLV1-47	11	0.08	0.06	0	0
M-1717-G1-K-G3-2208-P3-1	IGHV3-30	17	4.249999999999999	IGKV1-8	9	0.12	0.11	0	0
M-2750-G3-K-G3-2208-P3-1	IGHV3-30	17	3.4000000000000004	IGKV1-39	9	0.02	0.01	0	0
M-1117-G3-K-G3-2208-P3-1	IGHV3-30	17	3.4000000000000004	IGKV1-39	9	0.05	0.04	0	0
M-3423-G1-L-G3-2208-P3-1	IGHV3-21	12	1.6500000000000001	IGLV1-40	11	0.07	0.02	0	0
M-2547-G1-K-G3-2208-P3-1	IGHV4-39	17	0.6	IGKV1-5	9	0.12	0.07	0	0
M-3346-G1-K-G3-2208-P3-1	IGHV2-5	14	1.0	IGKV4-1	9	0.07	0.04	0	0
M-2587-G1-K-G3-2208-P3-1	IGHV4-39	17	2.8000000000000007	IGKV3-20	9	0.17	0.15	0	0
M-140-G1-L-G3-2208-P3-1	IGHV4-39	17	3.3000000000000003	IGLV2-14	10	0.03	0.02	0	0
M-69-G1-L-G3-2208-P3-1	IGHV1-24	17	2.95	IGLV3-21	11	0.16	0.15	0	0
M-1194-G3-K-G3-2208-P3-1	IGHV1-24	17	3.7	IGKV2-28	9	0.05	0.04	0	0
M-2153-G3-K-G3-2208-P3-1	IGHV4-34	17	1.5500000000000003	IGKV2-28	9	0.1	0.07	0	0
M-3235-G1-K-G3-2208-P3-1	IGHV4-34	17	0.7999999999999999	IGKV3-20	9	0.1	0.06	0	0
M-25-G2-K-G3-2208-P3-1	IGHV3-64	17	1.9000000000000004	IGKV1-5	9	0.05	0.04	0	0
M-3118-G1-L-G3-2208-P3-1	IGHV4-39	17	4.15	IGLV2-23	11	0.02	0.02	0	0
M-657-G1-L-G3-2208-P3-1	IGHV3-11	17	1.6500000000000001	IGLV3-21	11	0.14	0.13	0	0
M-1104-G1-K-G3-2208-P3-1	IGHV2-5	14	1.5	IGKV1-39	9	0.03	0.01	0	0
M-2643-G1-L-G3-2208-P3-1	IGHV3-21	17	3.6000000000000005	IGLV3-1	9	0.12	0.09	0	0
