sequence_id	vh.gene	HCDR3.length	hcdr3.hydrophobicity	vl.gene	LCDR3.length	mut.freq	fwrs.mut.freq	VH1.lcdr3_5	VH1-69.VK3-20.GW
M-328-M-L-G4-2302-P4-1	IGHV4-4	15	2.0	IGLV1-51	13	0.08	0.06	0	0
M-799-G1-K-G4-2302-P4-1	IGHV2-5	21	2.35	IGKV2-28	9	0.22	0.21	0	0
M-2265-M-K-G4-2302-P4-1	IGHV4-39	15	2.1	IGKV1-6	5	0.03	0.01	0	0
M-1255-M-K-G4-2302-P4-1	IGHV4-39	15	1.55	IGKV1-13	9	0.19	0.18	0	0
M-1354-G2-L-G4-2302-P4-1	IGHV4-39	15	2.05	IGLV1-40	12	0.07	0.02	0	0
M-3128-M-K-G4-2302-P4-1	IGHV4-39	15	4.05	IGKV2-28	9	0.03	0.01	0	0
M-123-G1-L-G4-2302-P4-1	IGHV4-39	15	1.8000000000000003	IGLV4-69	9	0.26	0.2	0	0
M-1987-G1-K-G4-2302-P4-1	IGHV4-39	15	4.2	IGKV3-20	9	0.11	0.09	0	0
M-4099-G1-K-G4-2302-P4-1	IGHV4-39	15	0.8	IGKV4-1	9	0.12	0.09	0	0
M-32-M-L-G4-2302-P4-1	IGHV4-39	15	4.8	IGLV2-11	10	0.0	0.0	0	0
M-2824-M-K-G4-2302-P4-1	IGHV4-39	15	2.85	IGKV3-20	9	0.03	0.04	0	0
M-4689-G3-L-G4-2302-P4-1	IGHV1-2	21	3.0	IGLV1-44	12	0.08	0.1	0	0
M-3562-G1-L-G4-2302-P4-1	IGHV4-39	15	3.05	IGLV3-21	11	0.13	0.1	0	0
M-542-A1-K-G4-2302-P4-1	IGHV4-39	15	2.55	IGKV3-15	8	0.09	0.07	0	0
M-1348-G1-L-G4-2302-P4-1	IGHV4-39	15	3.15	IGLV2-23	10	0.02	0.0	0	0
M-576-G3-K-G4-2302-P4-1	IGHV4-39	15	3.95	IGKV3-20	10	0.08	0.04	0	0
M-1966-G1-K-G4-2302-P4-1	IGHV4-39	15	2.3000000000000003	IGKV1-5	9	0.23	0.21	0	0
M-1067-G1-K-G4-2302-P4-1	IGHV4-39	15	0.9	IGKV3-20	9	0.25	0.23	0	0
M-1591-G2-K-G4-2302-P4-1	IGHV4-39	15	2.8	IGKV1-39	9	0.12	0.07	0	0
M-4832-G1-K-G4-2302-P4-1	IGHV4-39	15	2.1	IGKV1-5	9	0.2	0.17	0	0
M-1395-G1-K-G4-2302-P4-1	IGHV1-3	15	3.8000000000000003	IGKV3-20	9	0.07	0.05	0	0
M-290-M-L-G4-2302-P4-1	IGHV1-3	15	1.8000000000000003	IGLV1-47	10	0.05	0.02	0	0
M-1100-G2-K-G4-2302-P4-1	IGHV1-2	21	2.2	IGKV1-5	7	0.1	0.1	0	0
M-1245-M-L-G4-2302-P4-1	IGHV3-30	16	3.9000000000000004	IGLV3-9	9	0.02	0.02	0	0
M-693-G1-K-G4-2302-P4-1	IGHV3-30	16	2.6	IGKV3-11	9	0.09	0.09	0	0
M-185-M-K-G4-2302-P4-1	IGHV3-30	16	3.45	IGKV3-20	10	0.11	0.11	0	0
M-1495-X-L-G4-2302-P4-1	IGHV3-30	16	4.05	IGLV1-40	11	0.12	0.09	0	0
M-696-G2-L-G4-2302-P4-1	IGHV3-30	16	4.35	IGLV1-44	12	0.02	0.0	0	0
M-685-G1-K-G4-2302-P4-1	IGHV3-30	16	1.35	IGKV3-20	5	0.18	0.16	0	0
M-4708-M-K-G4-2302-P4-1	IGHV3-30	16	2.5	IGKV4-1	9	0.09	0.06	0	0
M-1258-M-K-G4-2302-P4-1	IGHV3-30-3	16	3.95	IGKV1-16	9	0.05	0.06	0	0
M-132-G2-L-G4-2302-P4-1	IGHV3-7	21	4.25	IGLV1-40	12	0.24	0.2	0	0
M-264-M-K-G4-2302-P4-1	IGHV3-30	16	2.35	IGKV1-5	9	0.04	0.05	0	0
M-445-M-L-G4-2302-P4-1	IGHV3-30	16	0.5	IGLV4-69	9	0.18	0.18	0	0
M-2384-G2-K-G4-2302-P4-1	IGHV3-30	16	2.1500000000000004	IGKV4-1	9	0.13	0.07	0	0
M-1007-M-L-G4-2302-P4-1	IGHV3-30	16	2.7	IGLV2-8	10	0.16	0.11	0	0
M-3104-G4-L-G4-2302-P4-1	IGHV3-30	16	2.3	IGLV1-36	11	0.13	0.09	0	0
M-4235-G1-K-G4-2302-P4-1	IGHV3-30	16	1.2999999999999998	IGKV1-5	11	0.09	0.07	0	0
M-3493-M-L-G4-2302-P4-1	IGHV3-30-3	16	2.8	IGLV3-21	11	0.0	0.0	0	0
M-914-G1-K-G4-2302-P4-1	IGHV3-30	16	1.9000000000000001	IGKV1-9	9	0.1	0.07	0	0
M-3331-A1-K-G4-2302-P4-1	IGHV3-7	21	5.05	IGKV1-39	9	0.1	0.07	0	0
M-3876-M-L-G4-2302-P4-1	IGHV5-51	21	6.5	IGLV1-40	11	0.01	0.0	0	0
M-4684-G1-L-G4-2302-P4-1	IGHV3-30	16	2.0	IGLV1-51	11	0.06	0.06	0	0
M-2781-M-K-G4-2302-P4-1	IGHV3-30	16	3.9000000000000004	IGKV2-28	9	0.06	0.05	0	0
M-2944-M-L-G4-2302-P4-1	IGHV3-30	16	2.5999999999999996	IGLV2-11	10	0.0	0.0	0	0
M-1430-G3-L-G4-2302-P4-1	IGHV3-30	16	0.7999999999999999	IGLV1-47	12	0.06	0.04	0	0
M-2115-M-K-G4-2302-P4-1	IGHV3-30	16	4.35	IGKV3-15	10	0.03	0.04	0	0
M-3854-M-K-G4-2302-P4-1	IGHV3-30	16	3.5	IGKV1-5	9	0.05	0.05	0	0
M-4657-M-K-G4-2302-P4-1	IGHV3-30	16	2.85	IGKV1-33	9	0.11	0.09	0	0
M-623-M-K-G4-2302-P4-1	IGHV3-30	16	3.6	IGKV3-20	9	0.0	0.0	0	0
M-2084-G1-K-G4-2302-P4-1	IGHV3-43D	21	2.3000000000000003	IGKV4-1	9	0.12	0.09	0	0
M-4126-G1-K-G4-2302-P4-1	IGHV3-43D	21	2.3000000000000003	IGKV4-1	9	0.12	0.09	0	0
M-1190-D-L-G4-2302-P4-1	IGHV3-30	16	2.2000000000000006	IGLV3-1	10	0.13	0.09	0	0
M-4396-G1-L-G4-2302-P4-1	IGHV3-30-3	16	3.7	IGLV2-14	10	0.08	0.05	0	0
M-1156-G1-K-G4-2302-P4-1	IGHV3-30	16	2.6	IGKV3-15	9	0.13	0.11	0	0
M-173-A2-K-G4-2302-P4-1	IGHV3-30	16	2.25	IGKV1-5	8	0.12	0.09	0	0
M-1691-G1-L-G4-2302-P4-1	IGHV4-4	15	2.65	IGLV3-10	11	0.22	0.17	0	0
M-1603-M-K-G4-2302-P4-1	IGHV4-4	15	3.75	IGKV1-12	9	0.03	0.02	0	0
M-913-M-K-G4-2302-P4-1	IGHV4-39	15	4.05	IGKV4-1	9	0.23	0.17	0	0
M-333-M-K-G4-2302-P4-1	IGHV4-39	15	3.85	IGKV4-1	9	0.26	0.26	0	0
M-465-M-K-G4-2302-P4-1	IGHV4-39	15	4.7	IGKV4-1	9	0.29	0.26	0	0
M-151-M-K-G4-2302-P4-1	IGHV3-7	21	2.3000000000000003	IGKV1-9	9	0.14	0.11	0	0
M-60-G1-L-G4-2302-P4-1	IGHV3-30	15	4.699999999999999	IGLV1-51	11	0.03	0.01	0	0
M-2862-M-L-G4-2302-P4-1	IGHV3-30	15	3.25	IGLV6-57	11	0.1	0.09	0	0
M-1106-M-L-G4-2302-P4-1	IGHV3-9	15	1.9000000000000001	IGLV3-10	10	0.0	0.0	0	0
M-1922-A1-L-G4-2302-P4-1	IGHV3-9	15	2.0	IGLV1-51	11	0.17	0.16	0	0
M-373-D-L-G4-2302-P4-1	IGHV3-9	15	3.3	IGLV3-21	11	0.2	0.18	0	0
M-450-M-K-G4-2302-P4-1	IGHV3-9	15	1.4500000000000002	IGKV3-11	9	0.14	0.12	0	0
M-860-M-L-G4-2302-P4-1	IGHV3-9	15	2.55	IGLV7-43	12	0.17	0.16	0	0
M-2809-G1-K-G4-2302-P4-1	IGHV1-24	21	2.1	IGKV1-39	10	0.14	0.15	0	0
M-3075-G1-K-G4-2302-P4-1	IGHV1-24	21	1.8500000000000003	IGKV1-39	10	0.14	0.15	0	0
M-2860-G1-K-G4-2302-P4-1	IGHV1-24	21	2.35	IGKV1-39	10	0.17	0.16	0	0
M-2846-G1-K-G4-2302-P4-1	IGHV1-24	21	1.8500000000000003	IGKV1-39	10	0.14	0.15	0	0
M-958-G1-K-G4-2302-P4-1	IGHV1-24	21	1.7000000000000002	IGKV1-39	10	0.14	0.15	0	0
M-4427-G1-K-G4-2302-P4-1	IGHV1-24	21	2.35	IGKV1-39	10	0.14	0.12	0	0
M-2331-M-L-G4-2302-P4-1	IGHV3-9	15	2.95	IGLV2-14	11	0.05	0.04	0	0
M-2030-G1-L-G4-2302-P4-1	IGHV3-9	15	3.8000000000000003	IGLV2-23	10	0.02	0.02	0	0
M-1764-M-L-G4-2302-P4-1	IGHV3-9	15	1.75	IGLV2-14	10	0.12	0.11	0	0
M-988-M-L-G4-2302-P4-1	IGHV3-9	15	2.9000000000000004	IGLV2-14	12	0.01	0.0	0	0
M-3614-G1-K-G4-2302-P4-1	IGHV3-9	15	2.8	IGKV3-20	9	0.03	0.01	0	0
M-3278-G1-L-G4-2302-P4-1	IGHV3-9	15	3.05	IGLV3-9	8	0.02	0.02	0	0
M-4109-M-K-G4-2302-P4-1	IGHV3-9	15	1.65	IGKV3-20	10	0.17	0.16	0	0
M-2337-G1-K-G4-2302-P4-1	IGHV3-23	15	0.7	IGKV1-8	9	0.15	0.12	0	0
M-3683-G1-K-G4-2302-P4-1	IGHV4-61	21	2.35	IGKV1-33	9	0.16	0.1	0	0
M-3888-M-K-G4-2302-P4-1	IGHV3-23	15	2.6500000000000004	IGKV3-11	9	0.09	0.05	0	0
M-42-M-K-G4-2302-P4-1	IGHV3-23	15	1.9000000000000001	IGKV3-15	10	0.1	0.09	0	0
M-1165-G1-K-G4-2302-P4-1	IGHV3-23	15	4.05	IGKV3-15	9	0.25	0.24	0	0
M-676-M-L-G4-2302-P4-1	IGHV3-23	15	3.6	IGLV4-69	8	0.07	0.05	0	0
M-3637-M-K-G4-2302-P4-1	IGHV3-23	15	3.05	IGKV1-5	9	0.13	0.09	0	0
M-1358-G1-K-G4-2302-P4-1	IGHV3-23	15	2.95	IGKV3-11	10	0.08	0.06	0	0
M-3833-M-L-G4-2302-P4-1	IGHV3-23	15	3.6	IGLV2-23	10	0.04	0.01	0	0
M-391-G1-K-G4-2302-P4-1	IGHV3-23	15	3.0000000000000004	IGKV3-11	10	0.12	0.09	0	0
M-3239-G3-K-G4-2302-P4-1	IGHV3-23	15	1.9000000000000004	IGKV2-30	11	0.15	0.13	0	0
M-2917-M-K-G4-2302-P4-1	IGHV3-23	15	3.25	IGKV4-1	9	0.0	0.0	0	0
M-534-M-K-G4-2302-P4-1	IGHV4-59	21	4.15	IGKV1-12	9	0.2	0.2	0	0
M-2539-M-L-G4-2302-P4-1	IGHV3-23	15	3.35	IGLV1-40	10	0.05	0.02	0	0
M-3751-G1-K-G4-2302-P4-1	IGHV3-23	15	1.45	IGKV3-20	9	0.11	0.1	0	0
M-1980-M-K-G4-2302-P4-1	IGHV3-23	15	1.45	IGKV2-24	9	0.11	0.06	0	0
M-4768-G1-K-G4-2302-P4-1	IGHV4-61	11	2.3000000000000003	IGKV1-33	9	0.07	0.01	0	0
M-2998-G1-K-G4-2302-P4-1	IGHV3-20	15	4.0	IGKV3-11	9	0.01	0.01	0	0
M-3949-G3-K-G4-2302-P4-1	IGHV5-51	11	1.3	IGKV3D-20	9	0.1	0.07	0	0
M-4884-G3-L-G4-2302-P4-1	IGHV3-23	11	0.7999999999999999	IGLV3-27	9	0.18	0.15	0	0
M-5-M-L-G4-2302-P4-1	IGHV7-4-1	11	0.9	IGLV2-14	11	0.02	0.01	0	0
M-3494-M-L-G4-2302-P4-1	IGHV3-66	21	4.05	IGLV1-44	12	0.03	0.04	0	0
M-2181-M-L-G4-2302-P4-1	IGHV1-69-2	11	1.1	IGLV2-23	11	0.03	0.02	0	0
M-4481-G1-K-G4-2302-P4-1	IGHV4-59	11	1.6500000000000001	IGKV1-39	9	0.1	0.07	0	0
M-2574-M-K-G4-2302-P4-1	IGHV4-59	11	0.9	IGKV1-39	10	0.0	0.0	0	0
M-4444-M-K-G4-2302-P4-1	IGHV3-43D	11	1.9000000000000001	IGKV1-5	9	0.04	0.04	0	0
M-2466-G1-K-G4-2302-P4-1	IGHV3-21	11	0.9	IGKV2-28	9	0.12	0.06	0	0
M-4141-M-K-G4-2302-P4-1	IGHV3-21	11	1.4000000000000001	IGKV3-15	9	0.08	0.05	0	0
M-1415-G1-L-G4-2302-P4-1	IGHV4-4	11	1.7000000000000002	IGLV3-1	10	0.06	0.05	0	0
M-2626-X-K-G4-2302-P4-1	IGHV4-4	11	0.9	IGKV6-21	9	0.1	0.05	0	0
M-750-G1-L-G4-2302-P4-1	IGHV3-20	15	1.75	IGLV7-46	10	0.02	0.01	0	0
M-3473-M-K-G4-2302-P4-1	IGHV1-2	21	2.4000000000000004	IGKV4-1	9	0.14	0.15	0	0
M-3758-G2-L-G4-2302-P4-1	IGHV3-20	15	3.8000000000000003	IGLV1-44	11	0.09	0.09	0	0
M-2672-G1-K-G4-2302-P4-1	IGHV3-20	15	0.6	IGKV3-20	9	0.03	0.02	0	0
M-1515-G1-L-G4-2302-P4-1	IGHV3-20	15	3.3	IGLV1-40	11	0.03	0.01	0	0
M-4449-M-L-G4-2302-P4-1	IGHV3-20	15	4.35	IGLV3-25	13	0.15	0.12	0	0
M-1905-G2-K-G4-2302-P4-1	IGHV3-20	15	3.55	IGKV1-16	9	0.11	0.12	0	0
M-4059-G3-K-G4-2302-P4-1	IGHV2-5	15	3.45	IGKV1D-12	9	0.05	0.04	0	0
M-4338-A1-K-G4-2302-P4-1	IGHV2-5	15	2.75	IGKV1-9	10	0.11	0.09	0	0
M-783-G2-K-G4-2302-P4-1	IGHV3-43	11	0.95	IGKV1-16	9	0.08	0.06	0	0
M-2461-M-L-G4-2302-P4-1	IGHV4-59	15	3.95	IGLV4-69	9	0.0	0.0	0	0
M-2927-G1-L-G4-2302-P4-1	IGHV1-2	21	3.6500000000000004	IGLV3-1	9	0.13	0.13	0	0
M-4446-M-K-G4-2302-P4-1	IGHV2-5	11	0.7999999999999999	IGKV3-15	8	0.0	0.0	0	0
M-4567-M-K-G4-2302-P4-1	IGHV2-5	11	1.0	IGKV1-5	8	0.04	0.04	0	0
M-1315-M-K-G4-2302-P4-1	IGHV4-30-4	15	1.8	IGKV3-15	10	0.08	0.1	0	0
M-1584-G1-L-G4-2302-P4-1	IGHV4-30-4	15	3.3000000000000003	IGLV3-21	13	0.07	0.07	0	0
M-4328-G2-L-G4-2302-P4-1	IGHV4-30-4	15	3.4000000000000004	IGLV3-21	13	0.08	0.09	0	0
M-2614-G1-L-G4-2302-P4-1	IGHV4-30-4	15	1.3	IGLV3-9	11	0.03	0.04	0	0
M-2211-M-K-G4-2302-P4-1	IGHV3-11	11	2.2	IGKV4-1	9	0.07	0.07	0	0
M-3851-M-K-G4-2302-P4-1	IGHV3-9	11	0.7999999999999999	IGKV1-6	9	0.18	0.16	0	0
M-4699-M-K-G4-2302-P4-1	IGHV3-9	11	1.2	IGKV1-6	9	0.12	0.12	0	0
M-1572-M-K-G4-2302-P4-1	IGHV3-9	11	1.2	IGKV1-6	9	0.12	0.1	0	0
M-3715-M-K-G4-2302-P4-1	IGHV3-9	11	1.2	IGKV1-6	9	0.12	0.12	0	0
M-2521-G1-L-G4-2302-P4-1	IGHV3-9	21	2.9000000000000004	IGLV3-21	12	0.1	0.07	0	0
M-249-G1-L-G4-2302-P4-1	IGHV3-9	11	1.95	IGLV3-19	11	0.04	0.02	0	0
M-1869-M-K-G4-2302-P4-1	IGHV3-49	11	1.8000000000000003	IGKV1-5	9	0.06	0.06	0	0
M-4096-M-K-G4-2302-P4-1	IGHV1-24	11	1.9000000000000001	IGKV1-39	8	0.02	0.01	0	0
M-2462-G1-K-G4-2302-P4-1	IGHV1-18	11	1.3	IGKV3-11	8	0.13	0.1	0	0
M-3978-M-L-G4-2302-P4-1	IGHV3-48	11	0.9	IGLV1-51	11	0.02	0.01	0	0
M-3783-M-K-G4-2302-P4-1	IGHV3-48	11	0.7999999999999999	IGKV3-20	9	0.14	0.09	0	0
M-1296-G1-K-G4-2302-P4-1	IGHV1-3	11	1.55	IGKV4-1	9	0.12	0.11	0	0
M-560-M-L-G4-2302-P4-1	IGHV1-8	11	1.25	IGLV1-47	10	0.0	0.0	0	0
M-823-M-K-G4-2302-P4-1	IGHV3-66	11	0.4	IGKV1-5	10	0.12	0.12	0	0
M-4819-G1-K-G4-2302-P4-1	IGHV3-9	21	3.8000000000000003	IGKV3-11	10	0.1	0.1	0	0
M-3425-A1-L-G4-2302-P4-1	IGHV5-51	21	3.45	IGLV3-21	11	0.2	0.18	0	0
M-4036-M-K-G4-2302-P4-1	IGHV3-30	11	2.3000000000000003	IGKV1-17	9	0.04	0.04	0	0
M-4473-M-K-G4-2302-P4-1	IGHV3-30	11	2.5000000000000004	IGKV4-1	9	0.01	0.01	0	0
M-2586-M-K-G4-2302-P4-1	IGHV3-30	11	1.05	IGKV1-5	9	0.12	0.15	0	0
M-2471-G2-K-G4-2302-P4-1	IGHV3-30	11	1.0999999999999999	IGKV4-1	9	0.15	0.13	0	0
M-1711-A1-L-G4-2302-P4-1	IGHV4-31	11	0.9	IGLV1-40	12	0.06	0.05	0	0
M-1261-M-K-G4-2302-P4-1	IGHV3-21	15	2.85	IGKV1-5	9	0.14	0.11	0	0
M-3928-G1-K-G4-2302-P4-1	IGHV3-21	15	2.35	IGKV3-20	9	0.03	0.04	0	0
M-1472-G3-K-G4-2302-P4-1	IGHV3-21	15	2.4000000000000004	IGKV1-12	10	0.22	0.17	0	0
M-2870-G1-K-G4-2302-P4-1	IGHV5-51	21	2.4	IGKV4-1	9	0.13	0.15	0	0
M-4908-G1-K-G4-2302-P4-1	IGHV3-21	15	2.8	IGKV3-11	9	0.12	0.09	0	0
M-2161-X-K-G4-2302-P4-1	IGHV3-21	15	2.1500000000000004	IGKV3-20	9	0.13	0.12	0	0
M-1364-G1-L-G4-2302-P4-1	IGHV3-21	15	2.5500000000000003	IGLV3-10	11	0.14	0.1	0	0
M-1681-G1-L-G4-2302-P4-1	IGHV3-21	15	3.1500000000000004	IGLV1-44	11	0.04	0.02	0	0
M-3709-G1-K-G4-2302-P4-1	IGHV3-21	15	2.65	IGKV4-1	9	0.06	0.02	0	0
M-1744-G1-K-G4-2302-P4-1	IGHV3-21	15	2.1	IGKV3-15	9	0.04	0.01	0	0
M-1535-G1-K-G4-2302-P4-1	IGHV3-21	15	3.4	IGKV3-20	9	0.21	0.16	0	0
M-19-M-K-G4-2302-P4-1	IGHV3-21	15	1.25	IGKV1-6	9	0.0	0.0	0	0
M-3380-G1-K-G4-2302-P4-1	IGHV4-39	11	1.05	IGKV3-11	9	0.13	0.1	0	0
M-1202-M-K-G4-2302-P4-1	IGHV4-39	11	1.5500000000000003	IGKV1-5	9	0.04	0.02	0	0
M-761-D-L-G4-2302-P4-1	IGHV4-34	21	5.1	IGLV1-44	11	0.12	0.1	0	0
M-4178-M-K-G4-2302-P4-1	IGHV4-39	11	2.1	IGKV3-11	9	0.12	0.11	0	0
M-3974-M-L-G4-2302-P4-1	IGHV4-39	11	2.3	IGLV2-23	12	0.22	0.2	0	0
M-4800-A1-K-G4-2302-P4-1	IGHV4-39	11	1.9000000000000001	IGKV3-20	10	0.16	0.1	0	0
M-2758-M-K-G4-2302-P4-1	IGHV4-38-2	11	2.0500000000000003	IGKV1-5	9	0.0	0.0	0	0
M-1916-G1-K-G4-2302-P4-1	IGHV3-9	11	1.25	IGKV3-15	8	0.18	0.17	0	0
M-3869-G3-K-G4-2302-P4-1	IGHV3-9	11	1.6	IGKV1-33	10	0.11	0.1	0	0
M-434-M-K-G4-2302-P4-1	IGHV1-69-2	11	2.8	IGKV3-20	9	0.05	0.06	0	0
M-1240-G3-K-G4-2302-P4-1	IGHV4-31	15	1.85	IGKV3-15	8	0.06	0.07	0	0
M-161-M-L-G4-2302-P4-1	IGHV4-31	15	3.05	IGLV2-11	10	0.06	0.04	0	0
M-2117-G1-K-G4-2302-P4-1	IGHV2-70	11	1.2000000000000002	IGKV4-1	9	0.15	0.13	0	0
M-1038-G1-K-G4-2302-P4-1	IGHV2-70	11	1.2000000000000002	IGKV4-1	9	0.2	0.17	0	0
M-2469-G1-K-G4-2302-P4-1	IGHV4-30-2	11	1.1500000000000001	IGKV1-39	10	0.13	0.12	0	0
M-1885-G1-K-G4-2302-P4-1	IGHV4-59	11	3.3000000000000003	IGKV1-5	9	0.12	0.12	0	0
M-2166-G1-K-G4-2302-P4-1	IGHV4-31	11	2.1	IGKV3-15	8	0.02	0.01	0	0
M-4878-A1-L-G4-2302-P4-1	IGHV4-30-4	11	0.5	IGLV1-51	11	0.15	0.11	0	0
M-4494-M-K-G4-2302-P4-1	IGHV1-2	11	1.7	IGKV1-9	11	0.16	0.16	0	0
