sequence_id	vh.gene	HCDR3.length	hcdr3.hydrophobicity	vl.gene	LCDR3.length	mut.freq	fwrs.mut.freq	VH1.lcdr3_5	VH1-69.VK3-20.GW
M-1926-X-K-S4-2302-P4-1	IGHV3-7	16	2.0000000000000004	IGKV3-11	9	0.11	0.09	0	0
M-1406-M-K-S4-2302-P4-1	IGHV3-9	16	3.5500000000000003	IGKV1-8	10	0.02	0.0	0	0
M-744-G1-K-S4-2302-P4-1	IGHV4-34	16	2.6	IGKV4-1	8	0.12	0.11	0	0
M-2558-M-L-S4-2302-P4-1	IGHV3-48	14	4.25	IGLV5-52	12	0.02	0.0	0	0
M-2141-M-K-S4-2302-P4-1	IGHV4-34	16	2.25	IGKV3-20	9	0.02	0.02	0	0
M-2339-M-L-S4-2302-P4-1	IGHV4-39	16	1.0	IGLV2-8	11	0.09	0.1	0	0
M-170-M-L-S4-2302-P4-1	IGHV4-39	16	0.7999999999999999	IGLV2-8	11	0.1	0.1	0	0
M-3024-D-K-S4-2302-P4-1	IGHV4-39	16	1.6	IGKV1-5	9	0.0	0.0	0	0
M-2659-A1-K-S4-2302-P4-1	IGHV3-7	16	0.30000000000000004	IGKV4-1	10	0.04	0.01	0	0
M-918-M-K-S4-2302-P4-1	IGHV3-9	16	1.2000000000000002	IGKV1-5	8	0.14	0.12	0	0
M-1751-M-L-S4-2302-P4-1	IGHV3-9	16	1.2000000000000002	IGLV2-23	10	0.13	0.11	0	0
M-2430-M-L-S4-2302-P4-1	IGHV3-20	16	1.4	IGLV3-1	8	0.14	0.13	0	0
M-1125-M-L-S4-2302-P4-1	IGHV3-48	16	2.5000000000000004	IGLV3-19	11	0.06	0.02	0	0
M-2642-A1-K-S4-2302-P4-1	IGHV7-4-1	14	2.6	IGKV3-20	10	0.15	0.13	0	0
M-558-M-K-S4-2302-P4-1	IGHV3-48	16	1.6500000000000001	IGKV3-20	9	0.01	0.0	0	0
M-1903-M-K-S4-2302-P4-1	IGHV1-8	16	2.85	IGKV2-28	9	0.07	0.06	0	0
M-1544-M-L-S4-2302-P4-1	IGHV1-8	16	6.249999999999999	IGLV3-21	11	0.01	0.01	0	0
M-808-M-K-S4-2302-P4-1	IGHV7-4-1	16	3.25	IGKV2-28	9	0.1	0.1	0	0
M-3152-M-K-S4-2302-P4-1	IGHV3-30	16	3.5500000000000003	IGKV1D-8	9	0.15	0.13	0	0
M-2005-M-K-S4-2302-P4-1	IGHV3-30	16	2.6	IGKV4-1	10	0.16	0.11	0	0
M-1372-M-K-S4-2302-P4-1	IGHV3-30	16	2.0000000000000004	IGKV3-15	9	0.03	0.04	0	0
M-1590-M-L-S4-2302-P4-1	IGHV3-20	16	4.199999999999999	IGLV3-1	9	0.01	0.0	0	0
M-2710-M-L-S4-2302-P4-1	IGHV1-2	16	1.5	IGLV3-19	11	0.19	0.2	0	0
M-595-M-K-S4-2302-P4-1	IGHV1-69	16	1.2000000000000002	IGKV3-20	9	0.08	0.07	0	0
M-1994-M-K-S4-2302-P4-1	IGHV1-69	16	1.3	IGKV3-20	9	0.12	0.12	0	0
M-161-M-L-S4-2302-P4-1	IGHV3-53	16	4.1499999999999995	IGLV1-40	11	0.01	0.0	0	0
M-2266-M-L-S4-2302-P4-1	IGHV4-39	16	4.65	IGLV2-14	10	0.17	0.13	0	0
M-1470-M-L-S4-2302-P4-1	IGHV4-39	16	1.9500000000000002	IGLV10-54	11	0.08	0.04	0	0
M-50-M-K-S4-2302-P4-1	IGHV4-59	16	2.7500000000000004	IGKV3-15	9	0.01	0.0	0	0
M-363-A1-K-S4-2302-P4-1	IGHV4-34	19	3.6500000000000004	IGKV2-28	9	0.22	0.18	0	0
M-2654-M-K-S4-2302-P4-1	IGHV4-34	19	2.2	IGKV3-15	10	0.1	0.1	0	0
M-2699-M-K-S4-2302-P4-1	IGHV4-34	19	1.5499999999999998	IGKV1-9	9	0.12	0.1	0	0
M-2946-M-K-S4-2302-P4-1	IGHV4-34	19	4.050000000000001	IGKV3-15	12	0.05	0.05	0	0
M-1549-G1-L-S4-2302-P4-1	IGHV4-34	19	3.9	IGLV2-14	11	0.16	0.13	0	0
M-397-A1-K-S4-2302-P4-1	IGHV4-34	19	2.6500000000000004	IGKV3-15	10	0.12	0.12	0	0
M-2662-M-L-S4-2302-P4-1	IGHV4-34	19	0.7	IGLV1-40	11	0.18	0.16	0	0
M-163-M-L-S4-2302-P4-1	IGHV3-30-3	16	2.4	IGLV2-14	10	0.1	0.1	0	0
M-426-G1-K-S4-2302-P4-1	IGHV4-34	16	1.8000000000000003	IGKV3-11	9	0.13	0.1	0	0
M-944-X-K-S4-2302-P4-1	IGHV4-34	16	1.8000000000000003	IGKV3-15	9	0.12	0.1	0	0
M-3025-G1-K-S4-2302-P4-1	IGHV4-34	16	1.8000000000000003	IGKV4-1	9	0.14	0.11	0	0
M-852-G1-K-S4-2302-P4-1	IGHV4-34	16	1.8000000000000003	IGKV4-1	9	0.14	0.11	0	0
M-2732-G1-K-S4-2302-P4-1	IGHV4-34	16	1.8000000000000003	IGKV4-1	9	0.14	0.11	0	0
M-237-D-K-S4-2302-P4-1	IGHV4-34	16	3.0000000000000004	IGKV1-17	9	0.07	0.04	0	0
M-1838-M-K-S4-2302-P4-1	IGHV4-34	16	3.3500000000000005	IGKV3-15	9	0.04	0.05	0	0
M-2825-M-K-S4-2302-P4-1	IGHV1-58	14	2.8	IGKV1-16	9	0.11	0.11	0	0
M-1824-M-L-S4-2302-P4-1	IGHV3-21	14	1.55	IGLV2-14	9	0.01	0.01	0	0
M-1679-G3-L-S4-2302-P4-1	IGHV4-34	16	2.2	IGLV3-19	12	0.26	0.23	0	0
M-1143-M-K-S4-2302-P4-1	IGHV4-34	16	1.3	IGKV1-39	9	0.03	0.01	0	0
M-1211-A1-K-S4-2302-P4-1	IGHV3-43D	16	2.1	IGKV4-1	10	0.11	0.1	0	0
M-2487-A1-L-S4-2302-P4-1	IGHV4-38-2	16	1.5	IGLV1-51	11	0.1	0.07	0	0
M-2607-M-K-S4-2302-P4-1	IGHV1-18	16	2.0	IGKV1-6	9	0.07	0.05	0	0
M-2815-A1-K-S4-2302-P4-1	IGHV1-18	16	2.4000000000000004	IGKV3-20	9	0.18	0.16	0	0
M-87-G1-K-S4-2302-P4-1	IGHV1-18	16	3.25	IGKV3-15	8	0.09	0.1	0	0
M-264-M-L-S4-2302-P4-1	IGHV3-74	16	2.6500000000000004	IGLV1-44	12	0.03	0.02	0	0
M-2507-M-K-S4-2302-P4-1	IGHV3-13	16	2.4000000000000004	IGKV2-29	8	0.19	0.18	0	0
M-951-M-K-S4-2302-P4-1	IGHV3-7	16	2.65	IGKV1-33	9	0.0	0.0	0	0
M-1270-M-L-S4-2302-P4-1	IGHV4-38-2	16	2.75	IGLV3-9	9	0.06	0.07	0	0
M-1553-M-L-S4-2302-P4-1	IGHV4-38-2	16	2.45	IGLV2-14	11	0.08	0.07	0	0
M-2612-X-K-S4-2302-P4-1	IGHV1-24	16	2.05	IGKV4-1	9	0.12	0.1	0	0
M-1148-X-L-S4-2302-P4-1	IGHV1-24	16	2.95	IGLV3-21	10	0.12	0.1	0	0
M-2499-G1-L-S4-2302-P4-1	IGHV1-24	16	2.05	IGLV3-21	10	0.12	0.1	0	0
M-574-D-L-S4-2302-P4-1	IGHV4-4	16	3.45	IGLV3-21	10	0.13	0.1	0	0
M-2616-M-K-S4-2302-P4-1	IGHV4-4	16	1.9000000000000001	IGKV4-1	9	0.12	0.11	0	0
M-669-M-K-S4-2302-P4-1	IGHV4-4	16	2.65	IGKV1-39	9	0.08	0.05	0	0
M-3115-M-K-S4-2302-P4-1	IGHV4-4	16	2.95	IGKV3-15	10	0.12	0.09	0	0
M-1507-M-L-S4-2302-P4-1	IGHV1-2	14	2.3500000000000005	IGLV10-54	11	0.09	0.1	0	0
M-402-M-K-S4-2302-P4-1	IGHV1-24	16	3.85	IGKV3-15	10	0.08	0.06	0	0
M-2238-M-L-S4-2302-P4-1	IGHV3-9	16	2.5	IGLV2-14	10	0.0	0.0	0	0
M-1061-M-L-S4-2302-P4-1	IGHV3-9	16	2.6000000000000005	IGLV2-14	10	0.02	0.01	0	0
M-1266-M-K-S4-2302-P4-1	IGHV4-31	16	1.9500000000000002	IGKV1-13	9	0.02	0.01	0	0
M-1703-G1-K-S4-2302-P4-1	IGHV1-69	16	3.4000000000000004	IGKV1-33	9	0.04	0.04	0	0
M-3031-M-L-S4-2302-P4-1	IGHV1-69	16	3.4000000000000004	IGLV2-8	11	0.12	0.07	0	0
M-1114-X-L-S4-2302-P4-1	IGHV1-69	16	3.9000000000000004	IGLV2-23	11	0.08	0.07	0	0
M-1979-D-K-S4-2302-P4-1	IGHV1-69	16	3.7	IGKV4-1	9	0.19	0.15	0	0
M-2132-M-K-S4-2302-P4-1	IGHV4-4	16	2.4000000000000004	IGKV4-1	9	0.19	0.13	0	0
M-497-M-K-S4-2302-P4-1	IGHV4-4	16	1.4000000000000001	IGKV1-5	10	0.02	0.01	0	0
M-2170-M-K-S4-2302-P4-1	IGHV4-4	16	1.8500000000000003	IGKV1-NL1	9	0.09	0.07	0	0
M-2426-M-K-S4-2302-P4-1	IGHV3-43	16	1.0	IGKV1-27	9	0.07	0.07	0	0
M-98-M-K-S4-2302-P4-1	IGHV4-61	16	3.75	IGKV1-13	8	0.08	0.05	0	0
M-2199-M-L-S4-2302-P4-1	IGHV1-2	16	1.7500000000000002	IGLV2-23	8	0.02	0.01	0	0
M-3011-M-K-S4-2302-P4-1	IGHV1-2	16	0.6	IGKV1-27	9	0.12	0.11	0	0
M-1165-M-L-S4-2302-P4-1	IGHV1-2	16	2.5000000000000004	IGLV3-19	12	0.02	0.01	0	0
M-869-G1-L-S4-2302-P4-1	IGHV1-2	16	1.7500000000000002	IGLV3-21	10	0.04	0.02	0	0
M-3008-A1-L-S4-2302-P4-1	IGHV1-46	16	2.0	IGLV3-21	12	0.34	0.35	0	0
M-23-M-L-S4-2302-P4-1	IGHV3-13	14	2.65	IGLV2-23	10	0.1	0.1	0	0
M-889-G1-L-S4-2302-P4-1	IGHV5-51	16	2.1500000000000004	IGLV9-49	14	0.18	0.17	0	0
M-2810-M-K-S4-2302-P4-1	IGHV5-51	16	0.95	IGKV1-8	9	0.06	0.05	0	0
M-1663-M-K-S4-2302-P4-1	IGHV5-51	16	1.9000000000000001	IGKV1-5	9	0.08	0.07	0	0
M-1574-M-K-S4-2302-P4-1	IGHV5-51	16	1.25	IGKV1-33	10	0.12	0.13	0	0
M-2806-M-K-S4-2302-P4-1	IGHV3-33	16	1.6500000000000006	IGKV1-17	9	0.05	0.05	0	0
M-675-M-K-S4-2302-P4-1	IGHV3-33	16	2.3000000000000003	IGKV1-13	9	0.16	0.12	0	0
M-287-X-K-S4-2302-P4-1	IGHV2-5	12	1.4	IGKV1-8	9	0.05	0.02	0	0
M-2015-A1-K-S4-2302-P4-1	IGHV3-20	16	4.9	IGKV2-30	9	0.17	0.15	0	0
M-2154-M-K-S4-2302-P4-1	IGHV3-20	16	2.45	IGKV1-5	8	0.12	0.12	0	0
M-1012-G1-L-S4-2302-P4-1	IGHV3-13	14	2.4	IGLV2-14	12	0.09	0.05	0	0
M-1864-G3-L-S4-2302-P4-1	IGHV3-20	16	2.3	IGLV3-10	11	0.25	0.24	0	0
M-941-G1-K-S4-2302-P4-1	IGHV4-30-4	16	3.75	IGKV3-11	11	0.18	0.15	0	0
M-2522-M-K-S4-2302-P4-1	IGHV4-30-4	16	0.9999999999999999	IGKV1-5	8	0.0	0.0	0	0
M-72-M-K-S4-2302-P4-1	IGHV3-49	16	1.1	IGKV4-1	9	0.12	0.11	0	0
M-701-M-K-S4-2302-P4-1	IGHV3-49	16	0.6	IGKV3-20	9	0.14	0.16	0	0
M-678-M-L-S4-2302-P4-1	IGHV3-49	16	2.2	IGLV3-21	9	0.15	0.16	0	0
M-2306-D-K-S4-2302-P4-1	IGHV3-49	16	2.6	IGKV3-11	9	0.07	0.06	0	0
M-992-D-K-S4-2302-P4-1	IGHV3-49	16	3.2	IGKV1-5	9	0.04	0.02	0	0
M-2739-M-L-S4-2302-P4-1	IGHV3-49	16	2.2	IGLV3-19	11	0.13	0.12	0	0
M-1244-M-K-S4-2302-P4-1	IGHV3-49	16	3.55	IGKV2-28	9	0.02	0.02	0	0
M-2740-M-K-S4-2302-P4-1	IGHV3-49	16	3.2	IGKV4-1	9	0.12	0.13	0	0
M-2615-M-K-S4-2302-P4-1	IGHV3-49	16	2.2500000000000004	IGKV1-9	9	0.13	0.12	0	0
M-2001-M-K-S4-2302-P4-1	IGHV3-48	16	4.15	IGKV1-39	9	0.03	0.01	0	0
M-2773-M-K-S4-2302-P4-1	IGHV3-48	16	1.9000000000000001	IGKV3-20	8	0.06	0.06	0	0
M-3001-M-K-S4-2302-P4-1	IGHV3-48	16	3.85	IGKV1-27	9	0.0	0.0	0	0
M-2769-X-L-S4-2302-P4-1	IGHV3-48	16	3.0500000000000003	IGLV2-14	10	0.1	0.04	0	0
M-533-G1-L-S4-2302-P4-1	IGHV3-48	16	3.0500000000000003	IGLV3-1	8	0.02	0.01	0	0
M-2560-G3-L-S4-2302-P4-1	IGHV3-48	16	3.0500000000000003	IGLV3-1	8	0.02	0.01	0	0
M-1241-X-K-S4-2302-P4-1	IGHV3-48	16	5.0	IGKV1-33	10	0.07	0.05	0	0
M-854-X-L-S4-2302-P4-1	IGHV3-48	16	0.6	IGLV1-47	11	0.19	0.16	0	0
M-893-M-L-S4-2302-P4-1	IGHV3-48	16	3.9000000000000004	IGLV3-1	9	0.02	0.02	0	0
M-1622-M-K-S4-2302-P4-1	IGHV4-34	14	2.45	IGKV4-1	10	0.05	0.04	0	0
M-2357-M-K-S4-2302-P4-1	IGHV4-34	14	2.2	IGKV3-20	9	0.0	0.0	0	0
M-3009-M-K-S4-2302-P4-1	IGHV4-34	14	2.2	IGKV3-20	9	0.0	0.0	0	0
M-1373-M-K-S4-2302-P4-1	IGHV4-34	14	2.2	IGKV3-20	9	0.0	0.0	0	0
M-611-M-K-S4-2302-P4-1	IGHV4-34	14	2.2	IGKV3-20	9	0.0	0.0	0	0
M-2805-M-K-S4-2302-P4-1	IGHV4-34	14	2.2	IGKV3-20	9	0.0	0.0	0	0
M-1259-M-K-S4-2302-P4-1	IGHV4-34	14	2.2	IGKV3-20	9	0.0	0.0	0	0
M-180-M-K-S4-2302-P4-1	IGHV4-34	14	2.2	IGKV3-20	9	0.0	0.0	0	0
M-3097-M-K-S4-2302-P4-1	IGHV4-34	14	2.2	IGKV3-15	10	0.0	0.0	0	0
M-2854-M-L-S4-2302-P4-1	IGHV4-34	14	2.2	IGLV3-1	9	0.0	0.0	0	0
M-526-M-K-S4-2302-P4-1	IGHV4-34	14	2.2	IGKV3-20	9	0.0	0.0	0	0
M-2189-M-K-S4-2302-P4-1	IGHV4-34	14	2.2	IGKV2-28	8	0.01	0.01	0	0
M-691-M-K-S4-2302-P4-1	IGHV4-34	14	2.2	IGKV4-1	9	0.0	0.0	0	0
M-321-M-L-S4-2302-P4-1	IGHV4-34	14	2.45	IGLV2-11	9	0.04	0.02	0	0
M-1882-M-K-S4-2302-P4-1	IGHV4-34	14	2.2	IGKV3-20	9	0.0	0.0	0	0
M-1475-M-K-S4-2302-P4-1	IGHV3-48	16	3.05	IGKV3-15	10	0.04	0.01	0	0
M-158-M-K-S4-2302-P4-1	IGHV1-18	16	1.7500000000000002	IGKV2-28	8	0.1	0.11	0	0
M-2421-G3-L-S4-2302-P4-1	IGHV1-18	16	1.7000000000000004	IGLV1-44	11	0.2	0.2	0	0
M-2083-M-L-S4-2302-P4-1	IGHV1-18	12	1.6500000000000001	IGLV3-19	11	0.17	0.16	0	0
M-853-X-K-S4-2302-P4-1	IGHV1-18	12	0.9	IGKV1D-16	10	0.11	0.1	0	0
M-2243-M-K-S4-2302-P4-1	IGHV3-15	16	4.1	IGKV2-30	10	0.12	0.1	0	0
M-331-M-L-S4-2302-P4-1	IGHV3-23	16	0.4	IGLV3-1	10	0.05	0.01	0	0
M-1875-X-K-S4-2302-P4-1	IGHV3-23	16	3.05	IGKV1-9	9	0.22	0.18	0	0
M-2941-G1-L-S4-2302-P4-1	IGHV4-34	14	3.5500000000000003	IGLV6-57	9	0.07	0.06	0	0
M-314-M-K-S4-2302-P4-1	IGHV3-23	16	2.6500000000000004	IGKV4-1	9	0.06	0.02	0	0
M-817-G1-L-S4-2302-P4-1	IGHV3-23	16	3.45	IGLV1-47	11	0.12	0.1	0	0
M-3157-A2-K-S4-2302-P4-1	IGHV3-23	16	1.95	IGKV1-5	8	0.09	0.06	0	0
M-1077-M-K-S4-2302-P4-1	IGHV3-23	16	1.55	IGKV1-9	9	0.12	0.09	0	0
M-305-G1-K-S4-2302-P4-1	IGHV1-69	16	1.0	IGKV4-1	9	0.19	0.12	0	0
M-2002-M-K-S4-2302-P4-1	IGHV1-69	16	3.7	IGKV1-33	10	0.21	0.2	0	0
M-519-G1-K-S4-2302-P4-1	IGHV1-69	16	1.6	IGKV1-5	9	0.23	0.23	0	0
M-1969-M-K-S4-2302-P4-1	IGHV1-69	16	4.45	IGKV3-20	10	0.01	0.01	0	0
M-3185-X-K-S4-2302-P4-1	IGHV1-69	16	2.05	IGKV1-33	11	0.02	0.01	0	0
M-831-M-K-S4-2302-P4-1	IGHV1-69	16	3.85	IGKV1-33	10	0.08	0.04	0	0
M-1813-G1-L-S4-2302-P4-1	IGHV1-69	16	2.8	IGLV3-1	8	0.17	0.13	0	0
M-57-M-K-S4-2302-P4-1	IGHV1-69	16	1.15	IGKV3-15	9	0.04	0.02	0	0
M-1216-M-K-S4-2302-P4-1	IGHV3-7	16	2.7	IGKV3-11	5	0.13	0.09	0	0
M-2816-X-K-S4-2302-P4-1	IGHV3-7	16	4.1	IGKV2-28	9	0.12	0.09	0	0
M-529-G1-L-S4-2302-P4-1	IGHV3-7	16	3.25	IGLV3-21	12	0.0	0.0	0	0
M-377-M-L-S4-2302-P4-1	IGHV3-7	16	3.0500000000000003	IGLV1-47	12	0.02	0.01	0	0
M-3078-G1-L-S4-2302-P4-1	IGHV4-34	14	1.0	IGLV3-19	11	0.05	0.05	0	0
M-3052-M-K-S4-2302-P4-1	IGHV3-53	14	2.75	IGKV1-12	9	0.06	0.05	0	0
M-1531-M-K-S4-2302-P4-1	IGHV3-7	16	1.95	IGKV3-11	5	0.14	0.16	0	0
M-151-G1-L-S4-2302-P4-1	IGHV3-7	16	2.2	IGLV2-11	10	0.1	0.06	0	0
M-833-M-L-S4-2302-P4-1	IGHV3-7	16	3.35	IGLV3-25	12	0.01	0.0	0	0
M-2111-M-L-S4-2302-P4-1	IGHV3-7	16	2.6000000000000005	IGLV2-14	10	0.1	0.1	0	0
M-2709-M-K-S4-2302-P4-1	IGHV4-61	16	3.1500000000000004	IGKV2-28	9	0.07	0.07	0	0
M-2578-M-K-S4-2302-P4-1	IGHV2-5	16	3.95	IGKV3-11	8	0.01	0.01	0	0
M-1843-M-L-S4-2302-P4-1	IGHV2-5	16	3.0500000000000003	IGLV2-23	11	0.0	0.0	0	0
M-729-X-K-S4-2302-P4-1	IGHV4-61	12	0.9	IGKV4-1	9	0.04	0.05	0	0
M-2076-M-K-S4-2302-P4-1	IGHV4-61	12	1.55	IGKV3-11	11	0.05	0.04	0	0
M-1982-M-K-S4-2302-P4-1	IGHV4-34	14	2.0	IGKV4-1	8	0.06	0.04	0	0
M-2875-A1-L-S4-2302-P4-1	IGHV5-10-1	16	2.45	IGLV4-69	9	0.09	0.1	0	0
M-617-M-K-S4-2302-P4-1	IGHV3-66	12	1.7500000000000002	IGKV3-20	9	0.15	0.12	0	0
M-2601-G1-L-S4-2302-P4-1	IGHV1-69-2	16	0.8999999999999999	IGLV3-21	12	0.15	0.16	0	0
M-929-M-K-S4-2302-P4-1	IGHV1-69-2	16	2.35	IGKV3-15	9	0.14	0.12	0	0
M-1920-G1-K-S4-2302-P4-1	IGHV1-69-2	16	2.95	IGKV3-20	7	0.18	0.17	0	0
M-2184-G1-L-S4-2302-P4-1	IGHV1-69-2	16	5.05	IGLV3-19	13	0.12	0.11	0	0
M-2413-A1-K-S4-2302-P4-1	IGHV1-69-2	16	3.8000000000000003	IGKV4-1	9	0.16	0.15	0	0
M-1895-M-K-S4-2302-P4-1	IGHV1-69-2	16	3.85	IGKV1-17	9	0.14	0.16	0	0
M-2388-G1-L-S4-2302-P4-1	IGHV1-2	12	1.2500000000000002	IGLV1-44	11	0.15	0.13	0	0
M-2677-D-K-S4-2302-P4-1	IGHV4-34	14	1.55	IGKV1-39	10	0.05	0.04	0	0
M-332-M-K-S4-2302-P4-1	IGHV3-21	16	3.15	IGKV1-27	9	0.02	0.02	0	0
M-1724-M-K-S4-2302-P4-1	IGHV3-21	16	2.15	IGKV1-5	9	0.03	0.02	0	0
M-2536-M-K-S4-2302-P4-1	IGHV3-21	16	3.3	IGKV1-27	9	0.04	0.0	0	0
M-3102-M-L-S4-2302-P4-1	IGHV3-21	16	5.05	IGLV2-14	10	0.08	0.04	0	0
M-907-D-K-S4-2302-P4-1	IGHV3-21	16	2.2	IGKV3-20	8	0.04	0.02	0	0
M-96-M-L-S4-2302-P4-1	IGHV3-21	16	2.25	IGLV3-27	9	0.07	0.04	0	0
M-2657-M-K-S4-2302-P4-1	IGHV4-30-4	12	2.4	IGKV1-5	9	0.04	0.04	0	0
