sequence_id	vh.gene	HCDR3.length	hcdr3.hydrophobicity	vl.gene	LCDR3.length	mut.freq	fwrs.mut.freq	VH1.lcdr3_5	VH1-69.VK3-20.GW
M-4425-G1-K-T2m-2202-D2-1	IGHV3-48	16	1.4	IGKV1-39	10	0.09	0.04	0	0
M-3526-G1-K-T2m-2202-D2-1	IGHV3-30	16	2.0	IGKV1-39	9	0.11	0.11	0	0
M-1516-G1-K-T2m-2202-D2-1	IGHV3-30	16	1.0	IGKV1-17	9	0.11	0.1	0	0
M-4961-G1-L-T2m-2202-D2-1	IGHV3-30	16	4.249999999999999	IGLV1-40	11	0.12	0.09	0	0
M-5855-G1-K-T2m-2202-D2-1	IGHV3-30	16	2.75	IGKV2-28	9	0.16	0.15	0	0
M-1832-G2-L-T2m-2202-D2-1	IGHV3-30	16	2.5	IGLV1-40	11	0.1	0.04	0	0
M-2659-G1-L-T2m-2202-D2-1	IGHV3-30-3	16	3.4000000000000004	IGLV3-25	11	0.12	0.09	0	0
M-5664-G3-K-T2m-2202-D2-1	IGHV3-30	16	1.6500000000000001	IGKV1-12	9	0.06	0.06	0	0
M-1941-G1-K-T2m-2202-D2-1	IGHV3-30	16	2.6500000000000004	IGKV1-9	9	0.11	0.07	0	0
M-1476-G3-L-T2m-2202-D2-1	IGHV3-30-3	16	3.85	IGLV1-47	12	0.0	0.0	0	0
M-988-G1-K-T2m-2202-D2-1	IGHV3-30	16	1.0999999999999999	IGKV4-1	9	0.04	0.04	0	0
M-3243-G1-L-T2m-2202-D2-1	IGHV3-30	16	2.85	IGLV3-1	9	0.1	0.09	0	0
M-6186-G1-L-T2m-2202-D2-1	IGHV3-7	16	2.5500000000000003	IGLV3-27	9	0.08	0.07	0	0
M-381-G1-K-T2m-2202-D2-1	IGHV3-7	16	4.95	IGKV1-39	9	0.09	0.06	0	0
M-1393-G1-L-T2m-2202-D2-1	IGHV3-7	16	1.2999999999999998	IGLV2-23	10	0.12	0.16	0	0
M-4857-G1-K-T2m-2202-D2-1	IGHV3-7	16	3.3	IGKV1-39	10	0.02	0.0	0	0
M-2703-G2-L-T2m-2202-D2-1	IGHV3-7	16	4.7	IGLV2-11	10	0.11	0.09	0	0
M-3505-G2-L-T2m-2202-D2-1	IGHV3-7	16	1.55	IGLV2-23	8	0.08	0.05	0	0
M-484-G2-L-T2m-2202-D2-1	IGHV3-7	16	1.55	IGLV2-23	8	0.15	0.12	0	0
M-4751-G2-L-T2m-2202-D2-1	IGHV3-7	16	2.45	IGLV3-21	10	0.27	0.23	0	0
M-5011-G2-L-T2m-2202-D2-1	IGHV3-7	16	2.55	IGLV2-14	10	0.04	0.02	0	0
M-2351-G1-L-T2m-2202-D2-1	IGHV3-7	16	1.9000000000000001	IGLV3-25	11	0.17	0.16	0	0
M-3401-G2-K-T2m-2202-D2-1	IGHV3-7	16	2.8	IGKV2-28	9	0.08	0.06	0	0
M-2681-G2-K-T2m-2202-D2-1	IGHV3-7	16	2.55	IGKV4-1	9	0.12	0.07	0	0
M-683-G1-L-T2m-2202-D2-1	IGHV3-7	16	1.95	IGLV3-25	10	0.06	0.04	0	0
M-3496-G1-K-T2m-2202-D2-1	IGHV3-49	18	2.3000000000000003	IGKV3-20	10	0.01	0.01	0	0
M-5354-G1-K-T2m-2202-D2-1	IGHV3-49	18	4.65	IGKV2-28	9	0.09	0.06	0	0
M-6123-G2-K-T2m-2202-D2-1	IGHV3-49	18	3.95	IGKV4-1	9	0.0	0.0	0	0
M-423-G1-K-T2m-2202-D2-1	IGHV3-49	18	4.95	IGKV3-15	10	0.07	0.06	0	0
M-3481-G2-K-T2m-2202-D2-1	IGHV5-51	16	2.95	IGKV1-12	9	0.02	0.02	0	0
M-5445-G2-K-T2m-2202-D2-1	IGHV5-51	16	2.75	IGKV2-28	9	0.12	0.09	0	0
M-6445-G2-K-T2m-2202-D2-1	IGHV5-51	16	2.75	IGKV2-28	9	0.11	0.07	0	0
M-5901-G1-K-T2m-2202-D2-1	IGHV5-51	16	1.9000000000000001	IGKV1-39	9	0.04	0.02	0	0
M-5674-G3-L-T2m-2202-D2-1	IGHV5-51	16	0.7999999999999999	IGLV3-19	11	0.03	0.02	0	0
M-2032-D-L-T2m-2202-D2-1	IGHV5-51	16	2.45	IGLV2-8	11	0.07	0.07	0	0
M-6453-G1-K-T2m-2202-D2-1	IGHV5-51	16	2.1	IGKV1-5	10	0.17	0.16	0	0
M-5568-G1-K-T2m-2202-D2-1	IGHV2-70	16	4.55	IGKV2-28	9	0.11	0.09	0	0
M-3344-G1-L-T2m-2202-D2-1	IGHV2-70	16	2.3000000000000003	IGLV3-1	9	0.07	0.04	0	0
M-4598-G1-L-T2m-2202-D2-1	IGHV2-70	16	2.4000000000000004	IGLV3-21	11	0.04	0.04	0	0
M-2537-G1-K-T2m-2202-D2-1	IGHV4-34	16	2.3	IGKV1-5	8	0.12	0.09	0	0
M-1162-G1-K-T2m-2202-D2-1	IGHV4-34	16	1.9000000000000001	IGKV1-12	9	0.16	0.2	0	0
M-2848-G1-K-T2m-2202-D2-1	IGHV4-34	16	4.2	IGKV2-28	9	0.09	0.07	0	0
M-6315-G3-K-T2m-2202-D2-1	IGHV4-34	16	3.1	IGKV1-39	9	0.1	0.09	0	0
M-1997-G2-K-T2m-2202-D2-1	IGHV4-34	16	1.8000000000000003	IGKV1-5	8	0.08	0.05	0	0
M-2777-G3-L-T2m-2202-D2-1	IGHV1-69	14	2.3000000000000003	IGLV2-23	10	0.08	0.06	0	0
M-689-G1-K-T2m-2202-D2-1	IGHV4-34	16	1.95	IGKV1-9	9	0.05	0.06	0	0
M-2-G3-K-T2m-2202-D2-1	IGHV4-34	16	2.0	IGKV1-39	10	0.02	0.01	0	0
M-1310-G1-K-T2m-2202-D2-1	IGHV4-34	16	2.7500000000000004	IGKV1-33	9	0.05	0.04	0	0
M-4794-G2-L-T2m-2202-D2-1	IGHV4-34	16	1.6500000000000001	IGLV2-11	11	0.1	0.1	0	0
M-934-G3-K-T2m-2202-D2-1	IGHV4-34	16	2.4	IGKV3-20	9	0.06	0.05	0	0
M-5524-G1-L-T2m-2202-D2-1	IGHV4-34	16	3.35	IGLV3-1	9	0.08	0.07	0	0
M-4985-G1-L-T2m-2202-D2-1	IGHV2-5	16	2.1	IGLV1-36	11	0.06	0.02	0	0
M-4684-G1-K-T2m-2202-D2-1	IGHV2-5	16	1.45	IGKV1-39	9	0.05	0.04	0	0
M-4030-G1-K-T2m-2202-D2-1	IGHV2-5	16	2.35	IGKV1-33	9	0.15	0.12	0	0
M-2161-G1-K-T2m-2202-D2-1	IGHV4-39	14	2.9000000000000004	IGKV3-20	9	0.07	0.02	0	0
M-2908-G2-K-T2m-2202-D2-1	IGHV2-5	16	4.2	IGKV2-30	9	0.08	0.07	0	0
M-288-G1-L-T2m-2202-D2-1	IGHV2-5	16	4.050000000000001	IGLV3-1	9	0.06	0.06	0	0
M-204-G1-L-T2m-2202-D2-1	IGHV1-24	16	1.35	IGLV1-44	11	0.12	0.09	0	0
M-3215-G2-L-T2m-2202-D2-1	IGHV1-24	16	1.75	IGLV1-47	12	0.25	0.22	0	0
M-600-G3-K-T2m-2202-D2-1	IGHV1-24	16	3.2	IGKV1-39	9	0.03	0.01	0	0
M-453-G3-K-T2m-2202-D2-1	IGHV1-24	16	3.2	IGKV1-39	9	0.03	0.01	0	0
M-2270-G1-K-T2m-2202-D2-1	IGHV1-24	16	1.6	IGKV1-16	9	0.07	0.07	0	0
M-225-G2-L-T2m-2202-D2-1	IGHV1-69	14	1.9000000000000001	IGLV3-21	12	0.1	0.07	0	0
M-162-G1-K-T2m-2202-D2-1	IGHV1-69	14	2.45	IGKV3-15	10	0.14	0.09	0	0
M-1873-G1-L-T2m-2202-D2-1	IGHV1-69	14	2.0	IGLV1-44	11	0.11	0.07	0	0
M-2893-G1-L-T2m-2202-D2-1	IGHV4-39	14	2.5500000000000003	IGLV1-47	12	0.12	0.07	0	0
M-511-G3-K-T2m-2202-D2-1	IGHV3-66	14	3.4000000000000004	IGKV1-39	9	0.11	0.09	0	0
M-2254-G1-K-T2m-2202-D2-1	IGHV1-69	14	2.3	IGKV4-1	9	0.12	0.1	0	0
M-5670-G3-K-T2m-2202-D2-1	IGHV1-69	14	1.55	IGKV1-39	9	0.06	0.06	0	0
M-5109-G1-L-T2m-2202-D2-1	IGHV1-69	14	2.6	IGLV8-61	10	0.03	0.02	0	0
M-2574-G1-L-T2m-2202-D2-1	IGHV1-69	14	2.5500000000000003	IGLV1-40	11	0.16	0.16	0	0
M-850-G1-K-T2m-2202-D2-1	IGHV1-69	14	1.75	IGKV1-12	9	0.13	0.12	0	0
M-1277-G1-K-T2m-2202-D2-1	IGHV1-69	14	2.7	IGKV2-28	8	0.12	0.11	0	0
M-195-G2-K-T2m-2202-D2-1	IGHV1-69	14	2.65	IGKV3-20	9	0.17	0.16	0	0
M-5038-G2-L-T2m-2202-D2-1	IGHV1-69	14	2.0	IGLV1-40	12	0.1	0.11	0	0
M-2156-G1-K-T2m-2202-D2-1	IGHV1-69	14	2.0500000000000003	IGKV2-28	9	0.1	0.07	0	0
M-2955-G1-K-T2m-2202-D2-1	IGHV1-69	14	1.0	IGKV1-5	9	0.13	0.1	0	0
M-3801-G3-K-T2m-2202-D2-1	IGHV4-39	14	3.0500000000000003	IGKV1-33	9	0.04	0.04	0	0
M-5307-G1-K-T2m-2202-D2-1	IGHV1-69	14	2.4	IGKV3-15	9	0.19	0.16	0	0
M-650-G1-K-T2m-2202-D2-1	IGHV1-69	14	2.5	IGKV3-15	9	0.09	0.09	0	0
M-3506-G3-K-T2m-2202-D2-1	IGHV1-69	14	1.6500000000000001	IGKV3-20	10	0.12	0.07	0	0
M-5313-G1-K-T2m-2202-D2-1	IGHV1-69	14	0.9	IGKV4-1	8	0.12	0.1	0	0
M-4573-G1-K-T2m-2202-D2-1	IGHV1-69	14	3.1000000000000005	IGKV1-5	9	0.12	0.07	0	0
M-4230-G2-K-T2m-2202-D2-1	IGHV1-69	14	1.45	IGKV1-39	10	0.12	0.09	0	0
M-6279-G2-L-T2m-2202-D2-1	IGHV1-69	14	1.55	IGLV1-44	11	0.13	0.07	0	0
M-5684-G3-K-T2m-2202-D2-1	IGHV1-69	14	1.5499999999999998	IGKV4-1	9	0.14	0.09	0	0
M-3688-G1-K-T2m-2202-D2-1	IGHV1-69	14	1.0	IGKV1-39	9	0.23	0.18	0	0
M-3955-G3-L-T2m-2202-D2-1	IGHV1-69	14	2.25	IGLV3-21	11	0.06	0.04	0	0
M-367-G1-L-T2m-2202-D2-1	IGHV1-69	14	2.0	IGLV1-44	12	0.06	0.04	0	0
M-2569-G3-K-T2m-2202-D2-1	IGHV1-69	14	2.05	IGKV4-1	9	0.05	0.04	0	0
M-1131-G2-K-T2m-2202-D2-1	IGHV1-69	14	4.45	IGKV1-12	9	0.09	0.06	0	0
M-2072-G1-K-T2m-2202-D2-1	IGHV1-69	14	2.1	IGKV2-28	9	0.12	0.11	0	0
M-5814-G2-L-T2m-2202-D2-1	IGHV1-69	14	1.55	IGLV2-8	11	0.12	0.06	0	0
