sequence_id	vh.gene	HCDR3.length	hcdr3.hydrophobicity	vl.gene	LCDR3.length	mut.freq	fwrs.mut.freq	VH1.lcdr3_5	VH1-69.VK3-20.GW
M-39-M-K-G5-1200-P5-1	IGHV3-33	17	4.45	IGKV1-9	9	0.0	0.0	0	0
M-2337-M-K-G5-1200-P5-1	IGHV3-33	17	2.7	IGKV1-39	10	0.14	0.1	0	0
M-1243-M-K-G5-1200-P5-1	IGHV3-33	17	2.7	IGKV1-39	10	0.14	0.1	0	0
M-4181-M-K-G5-1200-P5-1	IGHV3-33	17	3.6	IGKV4-1	9	0.04	0.01	0	0
M-1047-M-L-G5-1200-P5-1	IGHV3-33	17	2.05	IGLV1-44	10	0.0	0.0	0	0
M-3693-M-L-G5-1200-P5-1	IGHV4-38-2	17	4.199999999999999	IGLV2-14	9	0.08	0.05	0	0
M-4246-M-K-G5-1200-P5-1	IGHV4-38-2	17	2.95	IGKV4-1	9	0.09	0.07	0	0
M-224-M-K-G5-1200-P5-1	IGHV3-21	17	3.5500000000000003	IGKV1-5	10	0.0	0.0	0	0
M-1150-M-L-G5-1200-P5-1	IGHV3-21	17	3.3000000000000003	IGLV1-40	12	0.0	0.0	0	0
M-677-M-K-G5-1200-P5-1	IGHV3-15	20	3.05	IGKV2-30	11	0.0	0.0	0	0
M-1512-M-K-G5-1200-P5-1	IGHV3-21	17	3.25	IGKV1-39	9	0.0	0.0	0	0
M-4265-M-L-G5-1200-P5-1	IGHV3-21	17	3.3	IGLV1-47	11	0.0	0.0	0	0
M-1174-M-L-G5-1200-P5-1	IGHV3-21	17	2.3	IGLV9-49	13	0.06	0.05	0	0
M-4266-M-K-G5-1200-P5-1	IGHV1-2	17	4.699999999999999	IGKV4-1	9	0.08	0.05	0	0
M-1553-M-K-G5-1200-P5-1	IGHV1-69	17	5.35	IGKV3-20	9	0.0	0.0	0	1
M-3478-M-K-G5-1200-P5-1	IGHV1-69	17	3.1	IGKV1-39	10	0.01	0.0	0	0
M-3463-M-K-G5-1200-P5-1	IGHV1-69	17	2.35	IGKV3-15	9	0.0	0.0	0	0
M-615-M-K-G5-1200-P5-1	IGHV1-69	17	4.05	IGKV3-15	8	0.0	0.0	0	0
M-147-M-L-G5-1200-P5-1	IGHV3-15	20	1.5499999999999998	IGLV7-43	9	0.03	0.0	0	0
M-1818-M-K-G5-1200-P5-1	IGHV1-69	17	3.15	IGKV3-15	8	0.0	0.0	0	0
M-1129-M-L-G5-1200-P5-1	IGHV1-69	17	4.25	IGLV3-21	11	0.0	0.0	0	0
M-2935-M-K-G5-1200-P5-1	IGHV1-69	17	3.1	IGKV3-15	8	0.01	0.0	0	0
M-1436-A1-L-G5-1200-P5-1	IGHV1-69	17	0.8999999999999999	IGLV3-19	10	0.18	0.17	0	0
M-4112-M-L-G5-1200-P5-1	IGHV5-51	17	2.6	IGLV3-25	10	0.0	0.0	0	0
M-1572-M-L-G5-1200-P5-1	IGHV5-51	17	2.5	IGLV3-25	12	0.0	0.0	0	0
M-3859-G1-L-G5-1200-P5-1	IGHV5-51	17	3.5000000000000004	IGLV1-44	11	0.11	0.09	0	0
M-1983-M-L-G5-1200-P5-1	IGHV5-51	17	3.6	IGLV2-8	10	0.0	0.0	0	0
M-2889-M-L-G5-1200-P5-1	IGHV5-51	17	4.0	IGLV3-25	10	0.0	0.0	0	0
M-2963-M-K-G5-1200-P5-1	IGHV5-51	17	3.4	IGKV4-1	9	0.0	0.0	0	0
M-3292-M-K-G5-1200-P5-1	IGHV5-51	17	4.35	IGKV1-39	9	0.15	0.15	0	0
M-3090-M-L-G5-1200-P5-1	IGHV5-51	17	3.0000000000000004	IGLV2-11	10	0.0	0.0	0	0
M-2415-M-K-G5-1200-P5-1	IGHV1-2	17	1.2000000000000002	IGKV1-39	9	0.0	0.0	0	0
M-1312-M-K-G5-1200-P5-1	IGHV1-2	17	4.8999999999999995	IGKV1-5	8	0.06	0.06	0	0
M-2835-G1-L-G5-1200-P5-1	IGHV1-2	17	1.4500000000000004	IGLV3-21	11	0.13	0.12	0	0
M-3953-M-K-G5-1200-P5-1	IGHV2-5	17	3.75	IGKV4-1	9	0.06	0.05	0	0
M-3437-M-K-G5-1200-P5-1	IGHV2-5	17	4.45	IGKV1-12	9	0.0	0.0	0	0
M-3042-M-K-G5-1200-P5-1	IGHV2-26	17	2.75	IGKV4-1	9	0.0	0.0	0	0
M-889-M-K-G5-1200-P5-1	IGHV1-58	20	3.6000000000000005	IGKV1-5	9	0.0	0.0	0	0
M-638-A2-L-G5-1200-P5-1	IGHV3-43D	17	1.1	IGLV2-14	9	0.09	0.07	0	0
M-1344-M-L-G5-1200-P5-1	IGHV3-11	17	2.6	IGLV1-44	11	0.0	0.0	0	0
M-3852-M-K-G5-1200-P5-1	IGHV3-11	17	3.05	IGKV2-28	9	0.01	0.01	0	0
M-1409-G1-L-G5-1200-P5-1	IGHV1-69-2	9	1.6	IGLV1-47	11	0.18	0.2	0	0
M-3274-G1-L-G5-1200-P5-1	IGHV1-69-2	9	1.55	IGLV1-47	11	0.12	0.11	0	0
M-522-M-L-G5-1200-P5-1	IGHV1-58	17	3.9	IGLV3-1	9	0.0	0.0	0	0
M-2021-M-K-G5-1200-P5-1	IGHV3-73	17	2.25	IGKV4-1	9	0.01	0.01	0	0
M-4658-G4-L-G5-1200-P5-1	IGHV3-73	17	5.35	IGLV1-40	12	0.11	0.06	0	0
M-4247-M-L-G5-1200-P5-1	IGHV4-39	9	1.55	IGLV4-69	11	0.0	0.0	0	0
M-3022-M-L-G5-1200-P5-1	IGHV1-18	20	2.65	IGLV3-21	11	0.0	0.0	0	0
M-384-M-K-G5-1200-P5-1	IGHV1-2	9	2.6	IGKV4-1	9	0.16	0.12	0	0
M-718-X-K-G5-1200-P5-1	IGHV3-30	17	2.2	IGKV1-9	9	0.06	0.04	0	0
M-4187-X-L-G5-1200-P5-1	IGHV3-30	17	3.1	IGLV2-14	13	0.08	0.04	0	0
M-3823-A1-L-G5-1200-P5-1	IGHV3-30	17	1.4500000000000002	IGLV6-57	9	0.18	0.17	0	0
M-2661-M-L-G5-1200-P5-1	IGHV3-30	17	5.7	IGLV2-14	10	0.03	0.01	0	0
M-531-M-K-G5-1200-P5-1	IGHV3-30	17	3.3000000000000003	IGKV1-5	9	0.1	0.09	0	0
M-18-M-K-G5-1200-P5-1	IGHV3-30	17	3.7	IGKV4-1	9	0.1	0.07	0	0
M-4739-G1-K-G5-1200-P5-1	IGHV3-30	17	2.35	IGKV1-5	9	0.14	0.15	0	0
M-789-G2-K-G5-1200-P5-1	IGHV3-30	17	2.75	IGKV1-5	9	0.09	0.07	0	0
M-1726-G1-L-G5-1200-P5-1	IGHV1-2	20	3.2500000000000004	IGLV3-25	10	0.09	0.1	0	0
M-2059-M-L-G5-1200-P5-1	IGHV4-31	20	4.35	IGLV3-25	12	0.0	0.0	0	0
M-728-M-K-G5-1200-P5-1	IGHV3-30	17	3.5	IGKV1-27	9	0.08	0.06	0	0
M-85-M-L-G5-1200-P5-1	IGHV3-30	17	4.05	IGLV6-57	10	0.0	0.0	0	0
M-1827-M-K-G5-1200-P5-1	IGHV3-30	17	5.15	IGKV1-39	9	0.0	0.0	0	0
M-4716-M-L-G5-1200-P5-1	IGHV3-30	17	2.25	IGLV1-51	11	0.0	0.0	0	0
M-2205-M-L-G5-1200-P5-1	IGHV3-30	17	4.550000000000001	IGLV8-61	10	0.0	0.0	0	0
M-4114-M-K-G5-1200-P5-1	IGHV3-74	17	3.2	IGKV1-39	9	0.0	0.0	0	0
M-121-G1-K-G5-1200-P5-1	IGHV4-34	17	1.0	IGKV1-39	9	0.12	0.09	0	0
M-2769-M-K-G5-1200-P5-1	IGHV4-34	17	4.4	IGKV1-5	9	0.0	0.0	0	0
M-4137-M-K-G5-1200-P5-1	IGHV3-33	20	5.2	IGKV1-39	9	0.0	0.0	0	0
M-1255-M-L-G5-1200-P5-1	IGHV4-34	17	2.55	IGLV1-51	11	0.0	0.0	0	0
M-3373-M-L-G5-1200-P5-1	IGHV4-34	17	2.4000000000000004	IGLV1-47	11	0.0	0.0	0	0
M-3166-M-L-G5-1200-P5-1	IGHV4-34	17	4.25	IGLV7-43	9	0.0	0.0	0	0
M-2075-M-L-G5-1200-P5-1	IGHV1-46	17	4.05	IGLV2-14	11	0.0	0.0	0	0
M-1480-M-L-G5-1200-P5-1	IGHV1-46	17	4.3	IGLV2-8	10	0.05	0.05	0	0
M-533-D-K-G5-1200-P5-1	IGHV3-13	17	4.050000000000001	IGKV1-5	10	0.01	0.01	0	0
M-1497-M-L-G5-1200-P5-1	IGHV3-13	17	1.6500000000000001	IGLV3-1	11	0.01	0.01	0	0
M-4192-M-K-G5-1200-P5-1	IGHV4-34	9	1.3000000000000003	IGKV4-1	9	0.0	0.0	0	0
M-1690-M-L-G5-1200-P5-1	IGHV3-48	9	0.95	IGLV1-44	11	0.07	0.02	0	0
M-3409-G1-K-G5-1200-P5-1	IGHV3-48	9	1.9500000000000002	IGKV1-33	9	0.17	0.13	0	0
M-4647-M-K-G5-1200-P5-1	IGHV3-33	20	3.25	IGKV1-8	9	0.0	0.0	0	0
M-2814-M-K-G5-1200-P5-1	IGHV3-48	9	0.5	IGKV2-30	8	0.06	0.02	0	0
M-2277-M-K-G5-1200-P5-1	IGHV3-48	9	0.95	IGKV3-11	10	0.04	0.01	0	0
M-3013-M-K-G5-1200-P5-1	IGHV4-34	17	2.25	IGKV1-8	9	0.0	0.0	0	0
M-1206-M-K-G5-1200-P5-1	IGHV4-34	17	2.95	IGKV1-8	9	0.0	0.0	0	0
M-1346-M-K-G5-1200-P5-1	IGHV4-34	17	1.2000000000000002	IGKV1-12	9	0.0	0.0	0	0
M-4025-M-K-G5-1200-P5-1	IGHV4-34	17	2.6500000000000004	IGKV4-1	9	0.0	0.0	0	0
M-1832-G4-K-G5-1200-P5-1	IGHV1-69-2	17	3.8	IGKV3-15	11	0.16	0.13	0	0
M-4095-M-K-G5-1200-P5-1	IGHV3-23	17	2.95	IGKV2-28	8	0.12	0.07	0	0
M-292-M-L-G5-1200-P5-1	IGHV3-23	17	1.35	IGLV6-57	10	0.0	0.0	0	0
M-1855-G1-L-G5-1200-P5-1	IGHV5-51	15	2.6	IGLV1-40	11	0.07	0.09	0	0
M-447-M-L-G5-1200-P5-1	IGHV3-23	17	3.0500000000000003	IGLV5-45	9	0.0	0.0	0	0
M-2766-G1-L-G5-1200-P5-1	IGHV3-23	17	3.0	IGLV1-40	11	0.14	0.11	0	0
M-1066-M-K-G5-1200-P5-1	IGHV3-23	17	5.6499999999999995	IGKV1-12	9	0.0	0.0	0	0
M-2040-M-L-G5-1200-P5-1	IGHV3-23	17	2.2	IGLV3-25	11	0.0	0.0	0	0
M-3529-M-L-G5-1200-P5-1	IGHV3-23	17	4.05	IGLV3-1	9	0.09	0.06	0	0
M-1358-M-K-G5-1200-P5-1	IGHV3-23	17	4.1	IGKV3-20	9	0.0	0.0	0	0
M-3355-M-L-G5-1200-P5-1	IGHV3-23	17	5.049999999999999	IGLV2-8	10	0.13	0.11	0	0
M-1339-G1-K-G5-1200-P5-1	IGHV3-23	17	3.5000000000000004	IGKV1-NL1	9	0.08	0.07	0	0
M-656-M-K-G5-1200-P5-1	IGHV3-23	17	1.75	IGKV3-11	10	0.0	0.0	0	0
M-4213-M-L-G5-1200-P5-1	IGHV3-23	17	4.549999999999999	IGLV1-51	11	0.0	0.0	0	0
M-2625-M-K-G5-1200-P5-1	IGHV3-48	15	1.2500000000000002	IGKV3-20	9	0.01	0.0	0	0
M-3413-M-K-G5-1200-P5-1	IGHV3-15	17	4.45	IGKV4-1	8	0.0	0.0	0	0
M-107-D-L-G5-1200-P5-1	IGHV3-15	17	3.4000000000000004	IGLV3-25	11	0.0	0.0	0	0
M-2540-A1-K-G5-1200-P5-1	IGHV3-15	17	1.0	IGKV3-11	9	0.04	0.01	0	0
M-3888-M-K-G5-1200-P5-1	IGHV3-15	17	2.45	IGKV2-28	9	0.06	0.06	0	0
M-2883-A2-K-G5-1200-P5-1	IGHV3-48	17	3.5	IGKV3-11	10	0.03	0.01	0	0
M-2971-A1-K-G5-1200-P5-1	IGHV3-48	17	2.1	IGKV1-5	9	0.11	0.09	0	0
M-4523-M-L-G5-1200-P5-1	IGHV1-46	9	1.05	IGLV10-54	11	0.06	0.07	0	0
M-3299-A1-K-G5-1200-P5-1	IGHV1-46	9	1.45	IGKV2-28	8	0.05	0.05	0	0
M-256-G4-K-G5-1200-P5-1	IGHV1-46	9	0.95	IGKV2-28	9	0.11	0.07	0	0
M-36-M-K-G5-1200-P5-1	IGHV3-23	20	3.15	IGKV3-11	9	0.0	0.0	0	0
M-1999-M-L-G5-1200-P5-1	IGHV1-46	9	1.05	IGLV4-60	9	0.1	0.05	0	0
M-2594-M-L-G5-1200-P5-1	IGHV3-64D	17	3.0	IGLV2-14	8	0.0	0.0	0	0
M-1042-M-L-G5-1200-P5-1	IGHV3-64D	17	3.3	IGLV7-46	9	0.1	0.09	0	0
M-1856-M-K-G5-1200-P5-1	IGHV3-64D	17	4.1499999999999995	IGKV3-15	9	0.0	0.0	0	0
M-1354-G1-L-G5-1200-P5-1	IGHV3-9	17	2.5	IGLV3-1	9	0.07	0.07	0	0
M-4119-G1-L-G5-1200-P5-1	IGHV3-9	17	3.45	IGLV1-51	11	0.14	0.09	0	0
M-358-M-K-G5-1200-P5-1	IGHV3-9	17	2.4	IGKV1-39	9	0.09	0.1	0	0
M-2954-M-K-G5-1200-P5-1	IGHV1-2	17	2.75	IGKV1-8	9	0.0	0.0	0	0
M-4391-A1-K-G5-1200-P5-1	IGHV3-13	20	3.95	IGKV1-16	9	0.06	0.06	0	0
M-2894-M-L-G5-1200-P5-1	IGHV1-2	17	2.25	IGLV3-1	10	0.0	0.0	0	0
M-3698-M-K-G5-1200-P5-1	IGHV1-2	17	1.75	IGKV3-11	8	0.04	0.04	0	0
M-812-M-L-G5-1200-P5-1	IGHV1-2	17	2.0	IGLV2-14	10	0.0	0.0	0	0
M-4421-M-L-G5-1200-P5-1	IGHV1-2	17	2.3	IGLV3-1	9	0.0	0.0	0	0
M-4590-M-L-G5-1200-P5-1	IGHV1-2	17	1.2	IGLV3-25	11	0.07	0.05	0	0
M-1889-M-L-G5-1200-P5-1	IGHV1-2	17	2.85	IGLV3-21	11	0.0	0.0	0	0
M-1120-M-K-G5-1200-P5-1	IGHV1-2	17	3.1500000000000004	IGKV1-5	8	0.0	0.0	0	0
M-4530-G1-L-G5-1200-P5-1	IGHV1-2	17	1.35	IGLV3-25	10	0.04	0.04	0	0
M-3647-M-L-G5-1200-P5-1	IGHV1-2	17	4.15	IGLV2-23	11	0.0	0.0	0	0
M-1479-M-L-G5-1200-P5-1	IGHV3-74	9	0.7999999999999999	IGLV1-44	12	0.0	0.0	0	0
M-2782-G1-L-G5-1200-P5-1	IGHV4-59	17	4.75	IGLV2-23	11	0.07	0.04	0	0
M-2056-G1-L-G5-1200-P5-1	IGHV4-59	17	4.65	IGLV2-23	11	0.09	0.06	0	0
M-1382-G1-L-G5-1200-P5-1	IGHV4-59	17	3.5	IGLV2-23	11	0.06	0.04	0	0
M-177-G1-L-G5-1200-P5-1	IGHV4-59	17	3.4	IGLV2-23	11	0.06	0.05	0	0
M-204-G1-L-G5-1200-P5-1	IGHV4-59	17	4.65	IGLV2-23	11	0.08	0.05	0	0
M-25-G1-L-G5-1200-P5-1	IGHV4-59	17	4.0	IGLV2-23	11	0.09	0.06	0	0
M-1806-G1-L-G5-1200-P5-1	IGHV4-59	17	3.4000000000000004	IGLV1-44	9	0.04	0.01	0	0
M-3031-A1-K-G5-1200-P5-1	IGHV4-59	17	3.5000000000000004	IGKV4-1	9	0.16	0.16	0	0
M-101-G1-K-G5-1200-P5-1	IGHV4-59	17	3.5000000000000004	IGKV4-1	9	0.12	0.11	0	0
M-4578-M-L-G5-1200-P5-1	IGHV4-59	17	2.6500000000000004	IGLV3-25	11	0.0	0.0	0	0
M-1697-G2-K-G5-1200-P5-1	IGHV4-59	17	3.45	IGKV3-20	10	0.13	0.13	0	0
M-4466-M-K-G5-1200-P5-1	IGHV4-59	17	3.35	IGKV4-1	9	0.0	0.0	0	0
M-820-M-L-G5-1200-P5-1	IGHV4-59	17	2.95	IGLV1-40	9	0.0	0.0	0	0
M-4395-M-K-G5-1200-P5-1	IGHV3-7	20	3.2	IGKV4-1	9	0.1	0.06	0	0
M-4401-X-L-G5-1200-P5-1	IGHV3-7	9	0.5	IGLV2-11	13	0.0	0.0	0	0
M-4542-M-K-G5-1200-P5-1	IGHV3-21	9	0.30000000000000004	IGKV3-20	8	0.04	0.02	0	0
M-437-G1-K-G5-1200-P5-1	IGHV3-21	9	1.05	IGKV1-17	9	0.04	0.01	0	0
M-3903-M-K-G5-1200-P5-1	IGHV3-21	9	0.9	IGKV3-20	9	0.07	0.02	0	0
M-878-M-K-G5-1200-P5-1	IGHV5-51	9	1.7	IGKV4-1	9	0.0	0.0	0	0
M-4175-M-L-G5-1200-P5-1	IGHV5-51	9	1.05	IGLV2-14	11	0.09	0.06	0	0
M-1308-M-K-G5-1200-P5-1	IGHV3-13	9	1.6500000000000001	IGKV3D-11	8	0.01	0.01	0	0
M-4227-M-K-G5-1200-P5-1	IGHV3-13	9	1.6500000000000001	IGKV3D-11	8	0.01	0.01	0	0
M-2772-M-K-G5-1200-P5-1	IGHV4-31	17	4.15	IGKV3-20	9	0.0	0.0	0	0
M-3307-M-L-G5-1200-P5-1	IGHV4-31	17	5.2	IGLV2-11	12	0.0	0.0	0	0
M-2639-M-L-G5-1200-P5-1	IGHV3-7	20	4.0	IGLV3-19	10	0.0	0.0	0	0
M-382-A1-L-G5-1200-P5-1	IGHV4-31	17	3.7	IGLV8-61	11	0.01	0.01	0	0
M-4096-M-K-G5-1200-P5-1	IGHV4-31	17	2.45	IGKV1-39	8	0.0	0.0	0	0
M-1134-M-K-G5-1200-P5-1	IGHV4-31	17	4.05	IGKV3-20	9	0.03	0.04	0	0
M-3289-A1-K-G5-1200-P5-1	IGHV4-31	17	1.1	IGKV3-20	9	0.08	0.06	0	0
M-333-M-K-G5-1200-P5-1	IGHV3-64D	9	1.05	IGKV3-20	10	0.0	0.0	0	0
M-182-M-L-G5-1200-P5-1	IGHV5-10-1	17	3.65	IGLV1-51	11	0.0	0.0	0	0
M-3178-D-L-G5-1200-P5-1	IGHV5-10-1	17	2.05	IGLV1-40	11	0.0	0.0	0	0
M-3185-A1-K-G5-1200-P5-1	IGHV5-10-1	17	3.3000000000000003	IGKV1-12	9	0.14	0.13	0	0
M-838-M-K-G5-1200-P5-1	IGHV3-7	17	3.95	IGKV1-27	9	0.02	0.02	0	0
M-3417-M-L-G5-1200-P5-1	IGHV3-7	20	2.2	IGLV2-14	10	0.03	0.02	0	0
M-4092-D-L-G5-1200-P5-1	IGHV4-31	20	1.9000000000000001	IGLV3-1	9	0.0	0.0	0	0
M-622-M-L-G5-1200-P5-1	IGHV3-7	17	3.75	IGLV3-1	9	0.12	0.1	0	0
M-4467-M-K-G5-1200-P5-1	IGHV3-7	17	2.65	IGKV1-6	9	0.1	0.09	0	0
M-1578-M-K-G5-1200-P5-1	IGHV3-7	17	3.45	IGKV3-15	9	0.0	0.0	0	0
M-4207-M-K-G5-1200-P5-1	IGHV3-7	17	4.25	IGKV3-20	9	0.02	0.02	0	0
M-4078-G1-L-G5-1200-P5-1	IGHV3-7	17	3.4	IGLV1-40	12	0.13	0.11	0	0
M-713-M-K-G5-1200-P5-1	IGHV3-7	17	3.0000000000000004	IGKV4-1	9	0.01	0.0	0	0
M-2085-A2-K-G5-1200-P5-1	IGHV3-7	17	1.75	IGKV3-15	8	0.12	0.1	0	0
M-1795-M-K-G5-1200-P5-1	IGHV3-7	17	1.0999999999999999	IGKV1-6	9	0.1	0.07	0	0
M-647-M-K-G5-1200-P5-1	IGHV3-7	17	4.3	IGKV2-28	9	0.06	0.02	0	0
M-2364-M-K-G5-1200-P5-1	IGHV3-7	20	4.2	IGKV3-20	11	0.0	0.0	0	0
M-1590-M-K-G5-1200-P5-1	IGHV1-3	9	1.95	IGKV3-15	8	0.13	0.1	0	0
M-3029-M-K-G5-1200-P5-1	IGHV3-23	9	0.4	IGKV3-15	10	0.0	0.0	0	0
M-3836-M-K-G5-1200-P5-1	IGHV3-23	9	0.4	IGKV3-20	9	0.0	0.0	0	0
M-3943-M-K-G5-1200-P5-1	IGHV3-53	17	2.25	IGKV4-1	9	0.04	0.02	0	0
M-3834-A1-K-G5-1200-P5-1	IGHV3-53	17	2.5500000000000003	IGKV1D-16	9	0.03	0.04	0	0
M-1950-D-K-G5-1200-P5-1	IGHV4-4	9	1.15	IGKV4-1	9	0.0	0.0	0	0
M-3691-M-L-G5-1200-P5-1	IGHV4-4	9	0.30000000000000004	IGLV1-47	11	0.0	0.0	0	0
M-1779-M-L-G5-1200-P5-1	IGHV4-4	9	0.30000000000000004	IGLV2-14	10	0.13	0.06	0	0
M-1775-M-L-G5-1200-P5-1	IGHV4-4	9	1.8	IGLV2-14	10	0.0	0.0	0	0
M-1800-M-K-G5-1200-P5-1	IGHV1-8	9	0.4	IGKV4-1	9	0.0	0.0	0	0
M-2313-M-K-G5-1200-P5-1	IGHV1-8	9	1.25	IGKV1-33	9	0.0	0.0	0	0
M-2155-M-L-G5-1200-P5-1	IGHV1-8	9	1.7	IGLV2-14	10	0.04	0.02	0	0
M-183-M-K-G5-1200-P5-1	IGHV1-8	9	0.85	IGKV3-20	10	0.0	0.0	0	0
M-2559-G1-L-G5-1200-P5-1	IGHV1-8	9	1.05	IGLV1-51	11	0.06	0.05	0	0
M-2222-M-L-G5-1200-P5-1	IGHV5-51	9	0.7999999999999999	IGLV3-1	9	0.0	0.0	0	0
M-164-M-K-G5-1200-P5-1	IGHV3-74	9	2.2	IGKV3-20	9	0.11	0.06	0	0
M-1278-M-L-G5-1200-P5-1	IGHV3-74	9	0.95	IGLV2-11	10	0.07	0.05	0	0
M-623-M-L-G5-1200-P5-1	IGHV3-15	9	1.35	IGLV1-40	10	0.0	0.0	0	0
M-3928-M-K-G5-1200-P5-1	IGHV4-59	20	3.3500000000000005	IGKV1D-8	9	0.0	0.0	0	0
M-4023-M-K-G5-1200-P5-1	IGHV3-15	9	0.2	IGKV1-5	11	0.05	0.04	0	0
M-4481-M-L-G5-1200-P5-1	IGHV3-15	9	2.35	IGLV3-21	12	0.0	0.0	0	0
M-3228-M-K-G5-1200-P5-1	IGHV3-15	9	2.75	IGKV6-21	9	0.1	0.11	0	0
M-582-M-L-G5-1200-P5-1	IGHV4-38-2	9	3.05	IGLV8-61	10	0.0	0.0	0	0
