sequence_id	vh.gene	HCDR3.length	hcdr3.hydrophobicity	vl.gene	LCDR3.length	mut.freq	fwrs.mut.freq	VH1.lcdr3_5	VH1-69.VK3-20.GW
M-721-G1-L-B3-2208-P3-1	IGHV4-31	19	2.2	IGLV5-37	9	0.2	0.18	0	0
M-500-G1-L-B3-2208-P3-1	IGHV3-66	14	2.5000000000000004	IGLV3-21	11	0.1	0.07	0	0
M-3914-G1-L-B3-2208-P3-1	IGHV3-11	12	2.25	IGLV2-14	11	0.0	0.0	0	0
M-2050-G1-K-B3-2208-P3-1	IGHV3-66	14	3.0000000000000004	IGKV3-15	10	0.08	0.1	0	0
M-262-G1-K-B3-2208-P3-1	IGHV4-39	19	3.95	IGKV3-20	9	0.26	0.2	0	0
M-832-M-K-B3-2208-P3-1	IGHV4-39	19	2.5	IGKV1-39	9	0.0	0.0	0	0
M-3433-G3-K-B3-2208-P3-1	IGHV4-39	19	3.4	IGKV1-NL1	6	0.21	0.17	0	0
M-818-G1-K-B3-2208-P3-1	IGHV4-39	19	2.6	IGKV4-1	9	0.35	0.35	0	0
M-3479-G1-K-B3-2208-P3-1	IGHV4-39	19	5.1499999999999995	IGKV4-1	9	0.08	0.05	0	0
M-1852-G1-K-B3-2208-P3-1	IGHV4-39	19	2.8000000000000003	IGKV4-1	9	0.27	0.26	0	0
M-1196-G1-K-B3-2208-P3-1	IGHV4-39	19	3.5	IGKV4-1	9	0.19	0.18	0	0
M-1947-G1-K-B3-2208-P3-1	IGHV4-39	19	3.0	IGKV4-1	9	0.18	0.17	0	0
M-2854-G1-K-B3-2208-P3-1	IGHV4-39	19	2.8000000000000003	IGKV4-1	9	0.2	0.17	0	0
M-2506-G1-K-B3-2208-P3-1	IGHV4-39	19	2.3000000000000003	IGKV2-28	9	0.11	0.06	0	0
M-235-G2-L-B3-2208-P3-1	IGHV3-11	12	2.8000000000000003	IGLV2-8	11	0.11	0.09	0	0
M-3338-G1-K-B3-2208-P3-1	IGHV4-39	19	3.75	IGKV4-1	9	0.13	0.12	0	0
M-2109-G1-L-B3-2208-P3-1	IGHV4-39	19	3.75	IGLV3-21	11	0.13	0.12	0	0
M-2680-G1-K-B3-2208-P3-1	IGHV4-39	19	3.45	IGKV3-20	10	0.05	0.05	0	0
M-40-G1-L-B3-2208-P3-1	IGHV4-39	19	3.8	IGLV3-21	12	0.03	0.04	0	0
M-2562-G1-K-B3-2208-P3-1	IGHV4-39	19	4.550000000000001	IGKV2-28	9	0.1	0.07	0	0
M-1707-G1-K-B3-2208-P3-1	IGHV4-39	19	3.5	IGKV3D-15	9	0.17	0.17	0	0
M-1127-G1-L-B3-2208-P3-1	IGHV4-61	14	2.5500000000000003	IGLV3-19	11	0.09	0.06	0	0
M-967-G1-K-B3-2208-P3-1	IGHV3-30	14	2.2	IGKV2-28	9	0.19	0.2	0	0
M-1891-G1-K-B3-2208-P3-1	IGHV3-30	14	1.9000000000000001	IGKV3-15	9	0.27	0.22	0	0
M-837-G1-L-B3-2208-P3-1	IGHV3-11	12	1.25	IGLV2-14	11	0.01	0.01	0	0
M-3880-G1-L-B3-2208-P3-1	IGHV3-30	14	1.9000000000000001	IGLV2-14	10	0.07	0.04	0	0
M-1745-G1-K-B3-2208-P3-1	IGHV3-23	14	1.0	IGKV1-39	9	0.12	0.12	0	0
M-528-G1-L-B3-2208-P3-1	IGHV3-23	14	0.9	IGLV3-21	10	0.08	0.09	0	0
M-1539-G1-L-B3-2208-P3-1	IGHV1-2	14	1.6	IGLV3-21	11	0.15	0.12	0	0
M-1472-G1-L-B3-2208-P3-1	IGHV1-2	14	0.9	IGLV3-19	11	0.08	0.06	0	0
M-2988-G1-K-B3-2208-P3-1	IGHV3-11	12	1.05	IGKV2-28	9	0.0	0.0	0	0
M-2434-G1-L-B3-2208-P3-1	IGHV1-2	14	1.4500000000000002	IGLV3-21	13	0.06	0.06	0	0
M-3721-G2-L-B3-2208-P3-1	IGHV1-2	14	0.9	IGLV2-11	9	0.13	0.1	0	0
M-3505-G1-L-B3-2208-P3-1	IGHV1-2	14	2.0	IGLV3-21	11	0.06	0.05	0	0
M-2648-G1-K-B3-2208-P3-1	IGHV1-18	14	2.7500000000000004	IGKV4-1	9	0.1	0.07	0	0
M-2358-G1-L-B3-2208-P3-1	IGHV1-18	14	3.35	IGLV2-8	10	0.07	0.06	0	0
M-623-G1-L-B3-2208-P3-1	IGHV1-58	14	0.9	IGLV3-10	11	0.03	0.02	0	0
M-2392-G1-L-B3-2208-P3-1	IGHV2-5	19	2.6000000000000005	IGLV1-47	11	0.01	0.01	0	0
M-2764-G3-L-B3-2208-P3-1	IGHV2-5	19	5.300000000000001	IGLV1-44	11	0.04	0.05	0	0
M-3430-G3-K-B3-2208-P3-1	IGHV3-11	12	3.05	IGKV3-15	10	0.01	0.01	0	0
M-3296-G1-K-B3-2208-P3-1	IGHV2-5	19	3.4	IGKV2-29	9	0.0	0.0	0	0
M-4113-G1-K-B3-2208-P3-1	IGHV2-5	19	3.35	IGKV1-5	8	0.02	0.02	0	0
M-3041-G1-L-B3-2208-P3-1	IGHV3-23	14	3.0	IGLV2-14	11	0.05	0.04	0	0
M-2015-G1-L-B3-2208-P3-1	IGHV3-23	14	2.1	IGLV2-18	10	0.08	0.07	0	0
M-177-G1-K-B3-2208-P3-1	IGHV3-23	14	3.1	IGKV1-39	9	0.1	0.06	0	0
M-621-G1-L-B3-2208-P3-1	IGHV3-23	14	2.95	IGLV1-51	11	0.12	0.12	0	0
M-1669-G1-K-B3-2208-P3-1	IGHV3-48	14	1.3	IGKV1-9	10	0.03	0.04	0	0
M-3509-G1-K-B3-2208-P3-1	IGHV3-48	14	1.1	IGKV3-11	9	0.02	0.01	0	0
M-2476-G1-K-B3-2208-P3-1	IGHV3-11	12	2.5500000000000003	IGKV3D-15	9	0.07	0.04	0	0
M-1916-G1-K-B3-2208-P3-1	IGHV3-48	14	2.45	IGKV1-17	9	0.1	0.1	0	0
M-3253-G1-L-B3-2208-P3-1	IGHV6-1	14	3.2	IGLV3-25	11	0.09	0.07	0	0
M-1533-G1-K-B3-2208-P3-1	IGHV3-7	14	1.8000000000000003	IGKV1-33	10	0.04	0.04	0	0
M-2191-G3-L-B3-2208-P3-1	IGHV4-34	14	1.4	IGLV2-8	10	0.21	0.21	0	0
M-446-G2-L-B3-2208-P3-1	IGHV4-34	14	1.7999999999999998	IGLV2-14	10	0.11	0.09	0	0
M-1671-G1-K-B3-2208-P3-1	IGHV4-34	14	1.2000000000000002	IGKV4-1	9	0.06	0.06	0	0
M-2317-G3-K-B3-2208-P3-1	IGHV4-34	14	1.3	IGKV1-5	9	0.02	0.02	0	0
M-2127-G1-K-B3-2208-P3-1	IGHV4-34	14	2.5500000000000003	IGKV1-5	9	0.12	0.1	0	0
M-2635-G1-K-B3-2208-P3-1	IGHV3-11	12	2.7	IGKV3-20	9	0.0	0.0	0	0
M-1556-G3-K-B3-2208-P3-1	IGHV4-34	14	1.2500000000000002	IGKV1-12	9	0.06	0.06	0	0
M-2727-G3-K-B3-2208-P3-1	IGHV4-34	14	3.25	IGKV3-20	9	0.15	0.15	0	0
M-2812-G1-K-B3-2208-P3-1	IGHV4-30-2	14	0.9	IGKV2-30	9	0.1	0.1	0	0
M-3395-G1-K-B3-2208-P3-1	IGHV3-64D	14	3.3000000000000003	IGKV3-20	9	0.09	0.07	0	0
M-2501-G1-L-B3-2208-P3-1	IGHV2-26	14	2.0	IGLV3-21	11	0.07	0.04	0	0
M-4065-M-L-B3-2208-P3-1	IGHV3-9	14	0.9	IGLV2-14	11	0.0	0.0	0	0
M-2205-G1-L-B3-2208-P3-1	IGHV3-9	14	1.6500000000000001	IGLV2-23	10	0.03	0.01	0	0
M-3127-G1-L-B3-2208-P3-1	IGHV7-4-1	14	0.9	IGLV2-14	11	0.09	0.04	0	0
M-4017-G1-L-B3-2208-P3-1	IGHV7-4-1	14	1.45	IGLV2-14	10	0.12	0.12	0	0
M-2882-G1-L-B3-2208-P3-1	IGHV3-11	12	2.05	IGLV3-1	9	0.01	0.0	0	0
M-1475-G1-L-B3-2208-P3-1	IGHV3-33	12	1.9000000000000001	IGLV1-40	12	0.1	0.05	0	0
M-3823-G1-L-B3-2208-P3-1	IGHV7-4-1	14	1.7	IGLV1-47	11	0.12	0.12	0	0
M-1223-G1-L-B3-2208-P3-1	IGHV3-20	14	1.6	IGLV3-16	12	0.08	0.07	0	0
M-2665-G1-K-B3-2208-P3-1	IGHV3-20	14	1.2500000000000002	IGKV3-15	9	0.11	0.11	0	0
M-705-G4-K-B3-2208-P3-1	IGHV3-11	14	2.2000000000000006	IGKV4-1	9	0.08	0.06	0	0
M-1212-G1-L-B3-2208-P3-1	IGHV3-15	14	0.5	IGLV3-10	11	0.14	0.12	0	0
M-1124-G3-L-B3-2208-P3-1	IGHV1-46	14	3.8	IGLV2-23	10	0.02	0.01	0	0
M-1825-G1-L-B3-2208-P3-1	IGHV1-46	14	3.4	IGLV1-51	12	0.03	0.02	0	0
M-3521-G1-K-B3-2208-P3-1	IGHV1-46	14	2.85	IGKV3-11	11	0.04	0.05	0	0
M-1133-G1-K-B3-2208-P3-1	IGHV3-11	12	2.0	IGKV1-39	9	0.12	0.07	0	0
M-567-G2-L-B3-2208-P3-1	IGHV1-46	14	1.0	IGLV4-69	9	0.3	0.32	0	0
M-163-G1-L-B3-2208-P3-1	IGHV1-46	14	2.7	IGLV2-14	10	0.06	0.05	0	0
M-374-G1-K-B3-2208-P3-1	IGHV1-46	14	1.0	IGKV1-39	9	0.05	0.05	0	0
M-253-G3-K-B3-2208-P3-1	IGHV3-20	14	1.1	IGKV1-39	9	0.02	0.01	0	0
M-4001-G1-K-B3-2208-P3-1	IGHV2-5	14	1.7000000000000002	IGKV1-5	9	0.11	0.09	0	0
M-761-G1-K-B3-2208-P3-1	IGHV3-30	19	4.45	IGKV3-20	11	0.06	0.04	0	0
M-3050-G1-L-B3-2208-P3-1	IGHV3-30	19	3.7	IGLV1-40	11	0.06	0.02	0	0
M-2664-G1-L-B3-2208-P3-1	IGHV3-30	19	2.95	IGLV2-23	10	0.07	0.07	0	0
M-2291-G1-K-B3-2208-P3-1	IGHV3-30	19	2.5500000000000003	IGKV3-15	9	0.07	0.05	0	0
M-4057-G1-L-B3-2208-P3-1	IGHV3-30	19	1.8000000000000003	IGLV1-51	11	0.05	0.01	0	0
M-3450-G3-L-B3-2208-P3-1	IGHV3-30	19	4.05	IGLV3-21	11	0.06	0.04	0	0
M-3679-G1-L-B3-2208-P3-1	IGHV3-30	19	3.7500000000000004	IGLV2-14	10	0.12	0.13	0	0
M-3869-G1-K-B3-2208-P3-1	IGHV3-30	19	5.85	IGKV1-39	9	0.05	0.05	0	0
M-3257-G1-K-B3-2208-P3-1	IGHV3-30	19	5.2	IGKV1-13	11	0.09	0.1	0	0
M-125-G1-L-B3-2208-P3-1	IGHV3-30	19	2.3	IGLV3-21	11	0.14	0.13	0	0
M-2888-G1-L-B3-2208-P3-1	IGHV3-30	19	3.8000000000000003	IGLV2-14	11	0.03	0.02	0	0
M-149-G1-K-B3-2208-P3-1	IGHV3-30	19	2.7500000000000004	IGKV3-11	10	0.18	0.16	0	0
M-2756-G1-L-B3-2208-P3-1	IGHV4-38-2	14	2.4	IGLV1-40	11	0.0	0.0	0	0
M-4005-G1-K-B3-2208-P3-1	IGHV4-38-2	14	1.8000000000000003	IGKV3-11	11	0.22	0.18	0	0
M-3249-G1-K-B3-2208-P3-1	IGHV4-38-2	14	2.35	IGKV3-11	11	0.16	0.13	0	0
M-3592-M-K-B3-2208-P3-1	IGHV4-59	12	1.55	IGKV3-20	9	0.08	0.04	0	0
M-8-G1-L-B3-2208-P3-1	IGHV4-38-2	14	0.7	IGLV2-11	10	0.12	0.1	0	0
M-408-G1-K-B3-2208-P3-1	IGHV4-38-2	14	0.6	IGKV2D-30	9	0.06	0.06	0	0
M-343-G1-L-B3-2208-P3-1	IGHV4-38-2	14	3.1500000000000004	IGLV3-19	11	0.13	0.12	0	0
M-662-G1-L-B3-2208-P3-1	IGHV4-38-2	14	1.0	IGLV3-21	11	0.12	0.12	0	0
M-2552-G1-K-B3-2208-P3-1	IGHV4-39	14	0.5	IGKV3-20	10	0.24	0.18	0	0
M-2874-G1-L-B3-2208-P3-1	IGHV4-59	14	1.2000000000000002	IGLV3-21	11	0.1	0.11	0	0
M-3477-G2-L-B3-2208-P3-1	IGHV4-59	14	1.9	IGLV2-14	10	0.0	0.0	0	0
M-1152-G1-L-B3-2208-P3-1	IGHV4-59	14	1.5	IGLV1-36	11	0.17	0.16	0	0
M-1303-G1-K-B3-2208-P3-1	IGHV4-59	14	2.0	IGKV4-1	9	0.11	0.07	0	0
M-3329-G1-L-B3-2208-P3-1	IGHV4-59	12	1.8	IGLV3-19	11	0.05	0.04	0	0
M-2999-G1-L-B3-2208-P3-1	IGHV4-4	14	2.4000000000000004	IGLV4-69	9	0.21	0.22	0	0
M-145-G1-L-B3-2208-P3-1	IGHV4-39	14	1.1	IGLV2-14	12	0.02	0.01	0	0
M-1746-G1-L-B3-2208-P3-1	IGHV4-39	14	2.2000000000000006	IGLV3-21	11	0.03	0.02	0	0
M-1639-G1-K-B3-2208-P3-1	IGHV4-39	14	1.55	IGKV1-39	9	0.04	0.02	0	0
M-1514-G1-K-B3-2208-P3-1	IGHV4-59	14	2.0500000000000003	IGKV3-20	9	0.09	0.07	0	0
M-3455-G3-K-B3-2208-P3-1	IGHV4-59	14	2.0000000000000004	IGKV3-15	10	0.04	0.04	0	0
M-3-G1-L-B3-2208-P3-1	IGHV4-59	14	1.2000000000000002	IGLV1-44	12	0.1	0.07	0	0
M-671-G1-K-B3-2208-P3-1	IGHV1-3	19	1.9500000000000002	IGKV1-39	9	0.04	0.04	0	0
M-4148-G3-K-B3-2208-P3-1	IGHV4-59	12	1.25	IGKV1-39	7	0.04	0.04	0	0
M-89-G1-K-B3-2208-P3-1	IGHV1-24	14	2.25	IGKV3-11	9	0.12	0.1	0	0
M-2952-G1-K-B3-2208-P3-1	IGHV1-24	14	1.6500000000000001	IGKV4-1	9	0.04	0.02	0	0
M-775-G1-K-B3-2208-P3-1	IGHV3-66	14	2.95	IGKV1-39	10	0.17	0.15	0	0
M-2216-G1-K-B3-2208-P3-1	IGHV3-66	14	1.5499999999999998	IGKV1-5	9	0.11	0.09	0	0
M-2248-G1-K-B3-2208-P3-1	IGHV3-66	14	2.95	IGKV3-15	9	0.11	0.09	0	0
M-64-G1-L-B3-2208-P3-1	IGHV3-66	14	3.6	IGLV3-1	9	0.03	0.02	0	0
M-3839-G1-K-B3-2208-P3-1	IGHV3-30	14	1.6500000000000001	IGKV1-17	9	0.15	0.15	0	0
M-2126-G1-K-B3-2208-P3-1	IGHV3-30	14	2.0000000000000004	IGKV1-39	9	0.05	0.04	0	0
M-1178-G1-L-B3-2208-P3-1	IGHV4-59	12	2.0	IGLV1-40	11	0.03	0.02	0	0
M-3537-G1-L-B3-2208-P3-1	IGHV3-30	14	1.0	IGLV10-54	11	0.12	0.09	0	0
M-539-G1-K-B3-2208-P3-1	IGHV3-30	14	2.0500000000000003	IGKV1-39	9	0.05	0.04	0	0
M-77-G1-L-B3-2208-P3-1	IGHV3-30	14	0.9	IGLV3-1	9	0.11	0.09	0	0
M-1104-G1-L-B3-2208-P3-1	IGHV3-30	14	1.2000000000000002	IGLV3-25	11	0.07	0.05	0	0
M-3032-G1-K-B3-2208-P3-1	IGHV3-43	14	2.3000000000000003	IGKV1-27	10	0.14	0.15	0	0
M-4141-G1-K-B3-2208-P3-1	IGHV3-43	14	1.4000000000000004	IGKV3-20	9	0.16	0.13	0	0
M-3173-G2-L-B3-2208-P3-1	IGHV3-43	14	2.65	IGLV2-14	10	0.11	0.1	0	0
M-1255-G1-K-B3-2208-P3-1	IGHV3-43	14	1.1	IGKV1-39	10	0.06	0.04	0	0
M-1846-G1-K-B3-2208-P3-1	IGHV3-43	14	2.0	IGKV1-27	9	0.17	0.17	0	0
M-1700-G1-L-B3-2208-P3-1	IGHV3-7	14	4.35	IGLV2-14	10	0.05	0.05	0	0
M-3182-G1-K-B3-2208-P3-1	IGHV3-7	14	1.7000000000000002	IGKV3-11	10	0.03	0.02	0	0
M-3312-G1-L-B3-2208-P3-1	IGHV3-7	14	3.05	IGLV2-23	10	0.06	0.06	0	0
M-104-G1-L-B3-2208-P3-1	IGHV3-7	14	3.7	IGLV1-44	11	0.05	0.05	0	0
M-2985-G1-L-B3-2208-P3-1	IGHV1-8	14	3.25	IGLV1-47	12	0.1	0.11	0	0
M-3339-G1-L-B3-2208-P3-1	IGHV1-8	14	2.7	IGLV3-9	9	0.06	0.05	0	0
M-4041-M-L-B3-2208-P3-1	IGHV4-34	14	1.75	IGLV1-40	12	0.03	0.02	0	0
M-1724-M-K-B3-2208-P3-1	IGHV4-34	14	1.9000000000000001	IGKV1-39	9	0.0	0.0	0	0
M-3986-G1-K-B3-2208-P3-1	IGHV4-34	14	2.0	IGKV3-20	9	0.03	0.04	0	0
M-3631-G3-K-B3-2208-P3-1	IGHV4-34	14	1.35	IGKV1-39	9	0.2	0.18	0	0
M-607-G1-L-B3-2208-P3-1	IGHV4-59	12	1.7	IGLV1-47	9	0.09	0.09	0	0
M-497-G3-L-B3-2208-P3-1	IGHV4-34	14	2.45	IGLV3-21	12	0.19	0.13	0	0
M-3167-G3-L-B3-2208-P3-1	IGHV4-34	14	1.0	IGLV1-40	10	0.12	0.06	0	0
M-2148-G4-L-B3-2208-P3-1	IGHV4-34	14	1.0	IGLV1-40	10	0.12	0.1	0	0
M-1860-G1-L-B3-2208-P3-1	IGHV4-34	14	2.7500000000000004	IGLV2-23	11	0.03	0.01	0	0
M-2098-G3-K-B3-2208-P3-1	IGHV4-34	14	1.4	IGKV1-39	9	0.13	0.11	0	0
M-2105-G1-K-B3-2208-P3-1	IGHV3-74	14	1.9000000000000001	IGKV2-28	9	0.12	0.09	0	0
M-3700-G1-L-B3-2208-P3-1	IGHV3-74	14	2.15	IGLV6-57	10	0.1	0.07	0	0
M-2494-G2-K-B3-2208-P3-1	IGHV3-74	14	1.35	IGKV1-5	9	0.1	0.06	0	0
M-875-G1-L-B3-2208-P3-1	IGHV3-74	14	3.5	IGLV1-51	11	0.0	0.0	0	0
M-1739-A2-L-B3-2208-P3-1	IGHV3-74	14	1.45	IGLV1-51	11	0.15	0.12	0	0
M-690-G1-L-B3-2208-P3-1	IGHV4-59	12	1.5499999999999998	IGLV1-51	11	0.06	0.06	0	0
M-12-G1-L-B3-2208-P3-1	IGHV3-48	14	2.95	IGLV3-19	11	0.09	0.02	0	0
M-1245-G1-L-B3-2208-P3-1	IGHV3-48	14	2.85	IGLV1-40	12	0.04	0.02	0	0
M-2116-G1-L-B3-2208-P3-1	IGHV3-48	14	1.5	IGLV3-19	11	0.14	0.09	0	0
M-2901-X-L-B3-2208-P3-1	IGHV3-48	14	3.35	IGLV3-21	11	0.04	0.02	0	0
M-2951-G1-K-B3-2208-P3-1	IGHV3-48	14	4.85	IGKV1-5	9	0.08	0.06	0	0
M-1600-G1-K-B3-2208-P3-1	IGHV3-48	14	2.1	IGKV2-28	10	0.14	0.12	0	0
M-4053-G1-K-B3-2208-P3-1	IGHV3-48	14	2.15	IGKV1-39	10	0.03	0.01	0	0
M-1199-G1-L-B3-2208-P3-1	IGHV3-48	14	2.15	IGLV8-61	9	0.13	0.1	0	0
M-749-G1-K-B3-2208-P3-1	IGHV3-48	14	2.5	IGKV1-12	9	0.1	0.06	0	0
M-1260-G1-K-B3-2208-P3-1	IGHV4-59	12	1.2000000000000002	IGKV1-13	10	0.21	0.2	0	0
M-2771-G2-K-B3-2208-P3-1	IGHV3-74	12	0.9	IGKV3-11	9	0.09	0.05	0	0
M-415-G3-L-B3-2208-P3-1	IGHV3-48	14	1.3	IGLV1-44	11	0.11	0.09	0	0
M-1571-G1-K-B3-2208-P3-1	IGHV3-48	14	1.3500000000000003	IGKV1-33	9	0.17	0.16	0	0
M-3322-G2-L-B3-2208-P3-1	IGHV3-48	14	3.7	IGLV3-19	11	0.25	0.21	0	0
M-2045-G2-L-B3-2208-P3-1	IGHV3-20	14	2.95	IGLV2-11	10	0.17	0.11	0	0
M-2472-G1-K-B3-2208-P3-1	IGHV3-20	14	2.25	IGKV2-30	9	0.07	0.06	0	0
M-2245-G1-K-B3-2208-P3-1	IGHV3-20	14	2.0	IGKV1-39	9	0.0	0.0	0	0
M-3850-G3-K-B3-2208-P3-1	IGHV3-20	14	1.25	IGKV1-8	9	0.15	0.15	0	0
M-2381-M-K-B3-2208-P3-1	IGHV3-20	14	1.65	IGKV1-33	9	0.0	0.0	0	0
M-1277-G1-K-B3-2208-P3-1	IGHV3-20	14	2.0	IGKV1-39	9	0.02	0.01	0	0
M-2953-G1-K-B3-2208-P3-1	IGHV4-59	12	1.85	IGKV3-11	9	0.04	0.04	0	0
M-3697-G1-L-B3-2208-P3-1	IGHV3-20	14	2.55	IGLV2-14	12	0.21	0.24	0	0
M-1002-G3-L-B3-2208-P3-1	IGHV3-20	14	3.6	IGLV2-11	10	0.17	0.15	0	0
M-656-D-K-B3-2208-P3-1	IGHV3-73	14	1.8	IGKV1-5	9	0.0	0.0	0	0
M-348-G1-L-B3-2208-P3-1	IGHV3-73	14	2.1	IGLV8-61	10	0.07	0.06	0	0
M-3892-G3-L-B3-2208-P3-1	IGHV3-9	14	2.85	IGLV2-14	11	0.02	0.02	0	0
M-1257-G3-L-B3-2208-P3-1	IGHV3-9	14	2.05	IGLV1-44	11	0.11	0.1	0	0
M-2921-G2-L-B3-2208-P3-1	IGHV3-9	14	1.8	IGLV1-47	11	0.07	0.06	0	0
M-3784-G1-K-B3-2208-P3-1	IGHV4-59	12	2.6	IGKV3-20	9	0.19	0.18	0	0
M-2103-G1-L-B3-2208-P3-1	IGHV3-9	14	2.15	IGLV2-14	11	0.07	0.09	0	0
M-1583-G1-K-B3-2208-P3-1	IGHV3-9	14	2.15	IGKV3-20	10	0.07	0.09	0	0
M-2608-G1-K-B3-2208-P3-1	IGHV3-9	14	1.8	IGKV3-15	9	0.03	0.01	0	0
M-3349-G1-K-B3-2208-P3-1	IGHV3-9	14	3.1500000000000004	IGKV3-20	9	0.12	0.11	0	0
M-1242-G3-L-B3-2208-P3-1	IGHV3-9	14	3.3000000000000003	IGLV3-10	12	0.07	0.05	0	0
M-2117-G3-L-B3-2208-P3-1	IGHV3-9	14	2.1500000000000004	IGLV2-8	10	0.13	0.12	0	0
M-292-G1-K-B3-2208-P3-1	IGHV3-9	14	2.95	IGKV1-33	9	0.04	0.04	0	0
M-3949-G1-K-B3-2208-P3-1	IGHV3-9	14	2.5	IGKV3-20	10	0.03	0.0	0	0
M-4089-G1-L-B3-2208-P3-1	IGHV1-46	14	2.85	IGLV2-23	10	0.1	0.1	0	0
M-1325-G1-K-B3-2208-P3-1	IGHV4-38-2	14	1.8500000000000003	IGKV1-13	9	0.1	0.07	0	0
M-3074-G3-L-B3-2208-P3-1	IGHV4-38-2	14	1.4	IGLV1-47	11	0.23	0.2	0	0
M-1147-G1-K-B3-2208-P3-1	IGHV4-59	12	2.85	IGKV4-1	9	0.05	0.04	0	0
M-2869-G1-L-B3-2208-P3-1	IGHV4-38-2	14	1.55	IGLV1-51	11	0.05	0.02	0	0
M-1321-G1-L-B3-2208-P3-1	IGHV4-38-2	14	1.9000000000000004	IGLV3-19	11	0.19	0.21	0	0
M-259-G1-K-B3-2208-P3-1	IGHV5-51	19	1.7500000000000002	IGKV1D-8	9	0.16	0.16	0	0
M-1478-G1-L-B3-2208-P3-1	IGHV5-51	19	2.3	IGLV3-19	12	0.23	0.2	0	0
M-720-G3-K-B3-2208-P3-1	IGHV5-51	19	4.3999999999999995	IGKV3-15	10	0.0	0.0	0	0
M-1406-G1-K-B3-2208-P3-1	IGHV5-51	19	2.3000000000000003	IGKV3-11	8	0.18	0.18	0	0
M-3118-G1-L-B3-2208-P3-1	IGHV3-49	14	2.0500000000000003	IGLV3-19	11	0.05	0.06	0	0
M-2545-G1-K-B3-2208-P3-1	IGHV3-49	14	3.85	IGKV1-39	9	0.07	0.06	0	0
